station_id,day_type,hour_of_day,predicted_crowd_level,minutes_until_next_train,is_operating
AG10,Weekday,22,1,0,True
AG10,Weekday,23,1,0,True
AG10,Weekend,0,1,-1,False
AG10,Weekend,1,1,-1,False
AG10,Weekend,2,1,-1,False
AG10,Weekend,3,1,-1,False
AG10,Weekend,4,1,-1,False
AG10,Weekend,5,1,-1,False
AG10,Weekend,6,1,0,True
AG10,Weekend,7,1,0,True
AG10,Weekend,8,1,0,True
AG10,Weekend,9,1,0,True
AG10,Weekend,10,2,3,True
AG10,Weekend,11,2,6,True
AG10,Weekend,12,2,2,True
AG10,Weekend,13,2,5,True
AG10,Weekend,14,2,1,True
AG10,Weekend,15,2,4,True
AG10,Weekend,16,2,0,True
AG10,Weekend,17,2,0,True
AG10,Weekend,18,2,0,True
AG10,Weekend,19,2,0,True
AG10,Weekend,20,2,4,True
AG10,Weekend,21,1,0,True
AG10,Weekend,22,1,0,True
AG10,Weekend,23,1,0,True
AG11,Weekday,0,1,-1,False
AG11,Weekday,1,1,-1,False
AG11,Weekday,2,1,-1,False
AG11,Weekday,3,1,-1,False
AG11,Weekday,4,1,-1,False
AG11,Weekday,5,1,-1,False
AG11,Weekday,6,2,0,True
AG11,Weekday,7,5,0,True
AG11,Weekday,8,5,0,True
AG11,Weekday,9,2,0,True
AG11,Weekday,10,2,3,True
AG11,Weekday,11,2,6,True
AG11,Weekday,12,2,2,True
AG11,Weekday,13,2,5,True
AG11,Weekday,14,2,1,True
AG11,Weekday,15,2,4,True
AG11,Weekday,16,2,0,True
AG11,Weekday,17,5,0,True
AG11,Weekday,18,5,0,True
AG11,Weekday,19,2,0,True
AG11,Weekday,20,2,4,True
AG11,Weekday,21,2,0,True
AG11,Weekday,22,2,0,True
AG11,Weekday,23,2,0,True
AG11,Weekend,0,1,-1,False
AG11,Weekend,1,1,-1,False
AG11,Weekend,2,1,-1,False
AG11,Weekend,3,1,-1,False
AG11,Weekend,4,1,-1,False
AG11,Weekend,5,1,-1,False
AG11,Weekend,6,2,0,True
AG11,Weekend,7,2,0,True
AG11,Weekend,8,2,0,True
AG11,Weekend,9,2,0,True
AG11,Weekend,10,3,3,True
AG11,Weekend,11,3,6,True
AG11,Weekend,12,3,2,True
AG11,Weekend,13,3,5,True
AG11,Weekend,14,3,1,True
AG11,Weekend,15,3,4,True
AG11,Weekend,16,3,0,True
AG11,Weekend,17,3,0,True
AG11,Weekend,18,3,0,True
AG11,Weekend,19,3,0,True
AG11,Weekend,20,2,4,True
AG11,Weekend,21,2,0,True
AG11,Weekend,22,2,0,True
AG11,Weekend,23,2,0,True
AG12,Weekday,0,1,-1,False
AG12,Weekday,1,1,-1,False
AG12,Weekday,2,1,-1,False
AG12,Weekday,3,1,-1,False
AG12,Weekday,4,1,-1,False
AG12,Weekday,5,1,-1,False
AG12,Weekday,6,4,0,True
AG12,Weekday,7,5,0,True
AG12,Weekday,8,5,0,True
AG12,Weekday,9,1,0,True
AG12,Weekday,10,1,3,True
AG12,Weekday,11,1,6,True
AG12,Weekday,12,1,2,True
AG12,Weekday,13,1,5,True
AG12,Weekday,14,1,1,True
AG12,Weekday,15,1,4,True
AG12,Weekday,16,1,0,True
AG12,Weekday,17,3,0,True
AG12,Weekday,18,3,0,True
AG12,Weekday,19,3,0,True
AG12,Weekday,20,1,4,True
AG12,Weekday,21,1,0,True
AG12,Weekday,22,1,0,True
AG12,Weekday,23,1,0,True
AG12,Weekend,0,1,-1,False
AG12,Weekend,1,1,-1,False
AG12,Weekend,2,1,-1,False
AG12,Weekend,3,1,-1,False
AG12,Weekend,4,1,-1,False
AG12,Weekend,5,1,-1,False
AG12,Weekend,6,1,0,True
AG12,Weekend,7,1,0,True
AG12,Weekend,8,1,0,True
AG12,Weekend,9,1,0,True
AG12,Weekend,10,2,3,True
AG12,Weekend,11,2,6,True
AG12,Weekend,12,2,2,True
AG12,Weekend,13,2,5,True
AG12,Weekend,14,2,1,True
AG12,Weekend,15,2,4,True
AG12,Weekend,16,2,0,True
AG12,Weekend,17,2,0,True
AG12,Weekend,18,2,0,True
AG12,Weekend,19,2,0,True
AG12,Weekend,20,2,4,True
AG12,Weekend,21,1,0,True
AG12,Weekend,22,1,0,True
AG12,Weekend,23,1,0,True
AG13,Weekday,0,1,-1,False
AG13,Weekday,1,1,-1,False
AG13,Weekday,2,1,-1,False
AG13,Weekday,3,1,-1,False
AG13,Weekday,4,1,-1,False
AG13,Weekday,5,1,-1,False
AG13,Weekday,6,2,0,True
AG13,Weekday,7,5,0,True
AG13,Weekday,8,5,0,True
AG13,Weekday,9,2,0,True
AG13,Weekday,10,2,3,True
AG13,Weekday,11,2,6,True
AG13,Weekday,12,2,2,True
AG13,Weekday,13,2,5,True
AG13,Weekday,14,2,1,True
AG13,Weekday,15,2,4,True
AG13,Weekday,16,2,0,True
AG13,Weekday,17,5,0,True
AG13,Weekday,18,5,0,True
AG13,Weekday,19,2,0,True
AG13,Weekday,20,2,4,True
AG13,Weekday,21,2,0,True
AG13,Weekday,22,2,0,True
AG13,Weekday,23,2,0,True
AG13,Weekend,0,1,-1,False
AG13,Weekend,1,1,-1,False
AG13,Weekend,2,1,-1,False
AG13,Weekend,3,1,-1,False
AG13,Weekend,4,1,-1,False
AG13,Weekend,5,1,-1,False
AG13,Weekend,6,2,0,True
AG13,Weekend,7,2,0,True
AG13,Weekend,8,2,0,True
AG13,Weekend,9,2,0,True
AG13,Weekend,10,3,3,True
AG13,Weekend,11,3,6,True
AG13,Weekend,12,3,2,True
AG13,Weekend,13,3,5,True
AG13,Weekend,14,3,1,True
AG13,Weekend,15,3,4,True
AG13,Weekend,16,3,0,True
AG13,Weekend,17,3,0,True
AG13,Weekend,18,3,0,True
AG13,Weekend,19,3,0,True
AG13,Weekend,20,2,4,True
AG13,Weekend,21,2,0,True
AG13,Weekend,22,2,0,True
AG13,Weekend,23,2,0,True
AG14,Weekday,0,1,-1,False
AG14,Weekday,1,1,-1,False
AG14,Weekday,2,1,-1,False
AG14,Weekday,3,1,-1,False
AG14,Weekday,4,1,-1,False
AG14,Weekday,5,1,-1,False
AG14,Weekday,6,4,0,True
AG14,Weekday,7,5,0,True
AG14,Weekday,8,5,0,True
AG14,Weekday,9,1,0,True
AG14,Weekday,10,1,3,True
AG14,Weekday,11,1,6,True
AG14,Weekday,12,1,2,True
AG14,Weekday,13,1,5,True
AG14,Weekday,14,1,1,True
AG14,Weekday,15,1,4,True
AG14,Weekday,16,1,0,True
AG14,Weekday,17,3,0,True
AG14,Weekday,18,3,0,True
AG14,Weekday,19,3,0,True
AG14,Weekday,20,1,4,True
AG14,Weekday,21,1,0,True
AG14,Weekday,22,1,0,True
AG14,Weekday,23,1,0,True
AG14,Weekend,0,1,-1,False
AG14,Weekend,1,1,-1,False
AG14,Weekend,2,1,-1,False
AG14,Weekend,3,1,-1,False
AG14,Weekend,4,1,-1,False
AG14,Weekend,5,1,-1,False
AG14,Weekend,6,1,0,True
AG14,Weekend,7,1,0,True
AG14,Weekend,8,1,0,True
AG14,Weekend,9,1,0,True
AG14,Weekend,10,2,3,True
AG14,Weekend,11,2,6,True
AG14,Weekend,12,2,2,True
AG14,Weekend,13,2,5,True
AG14,Weekend,14,2,1,True
AG14,Weekend,15,2,4,True
AG14,Weekend,16,2,0,True
AG14,Weekend,17,2,0,True
AG14,Weekend,18,2,0,True
AG14,Weekend,19,2,0,True
AG14,Weekend,20,2,4,True
AG14,Weekend,21,1,0,True
AG14,Weekend,22,1,0,True
AG14,Weekend,23,1,0,True
AG15,Weekday,0,1,-1,False
AG15,Weekday,1,1,-1,False
AG15,Weekday,2,1,-1,False
AG15,Weekday,3,1,-1,False
AG15,Weekday,4,1,-1,False
AG15,Weekday,5,1,-1,False
AG15,Weekday,6,4,0,True
AG15,Weekday,7,5,0,True
AG15,Weekday,8,5,0,True
AG15,Weekday,9,1,0,True
AG15,Weekday,10,1,3,True
AG15,Weekday,11,1,6,True
AG15,Weekday,12,1,2,True
AG15,Weekday,13,1,5,True
AG15,Weekday,14,1,1,True
AG15,Weekday,15,1,4,True
AG15,Weekday,16,1,0,True
AG15,Weekday,17,3,0,True
AG15,Weekday,18,3,0,True
AG15,Weekday,19,3,0,True
AG15,Weekday,20,1,4,True
AG15,Weekday,21,1,0,True
AG15,Weekday,22,1,0,True
AG15,Weekday,23,1,0,True
AG15,Weekend,0,1,-1,False
AG15,Weekend,1,1,-1,False
AG15,Weekend,2,1,-1,False
AG15,Weekend,3,1,-1,False
AG15,Weekend,4,1,-1,False
AG15,Weekend,5,1,-1,False
AG15,Weekend,6,1,0,True
AG15,Weekend,7,1,0,True
AG15,Weekend,8,1,0,True
AG15,Weekend,9,1,0,True
AG15,Weekend,10,2,3,True
AG15,Weekend,11,2,6,True
AG15,Weekend,12,2,2,True
AG15,Weekend,13,2,5,True
AG15,Weekend,14,2,1,True
AG15,Weekend,15,2,4,True
AG15,Weekend,16,2,0,True
AG15,Weekend,17,2,0,True
AG15,Weekend,18,2,0,True
AG15,Weekend,19,2,0,True
AG15,Weekend,20,2,4,True
AG15,Weekend,21,1,0,True
AG15,Weekend,22,1,0,True
AG15,Weekend,23,1,0,True
AG16,Weekday,0,1,-1,False
AG16,Weekday,1,1,-1,False
AG16,Weekday,2,1,-1,False
AG16,Weekday,3,1,-1,False
AG16,Weekday,4,1,-1,False
AG16,Weekday,5,1,-1,False
AG16,Weekday,6,4,0,True
AG16,Weekday,7,5,0,True
AG16,Weekday,8,5,0,True
AG16,Weekday,9,1,0,True
AG16,Weekday,10,1,3,True
AG16,Weekday,11,1,6,True
AG16,Weekday,12,1,2,True
AG16,Weekday,13,1,5,True
AG16,Weekday,14,1,1,True
AG16,Weekday,15,1,4,True
AG16,Weekday,16,1,0,True
AG16,Weekday,17,3,0,True
AG16,Weekday,18,3,0,True
AG16,Weekday,19,3,0,True
AG16,Weekday,20,1,4,True
AG16,Weekday,21,1,0,True
AG16,Weekday,22,1,0,True
AG16,Weekday,23,1,0,True
AG16,Weekend,0,1,-1,False
AG16,Weekend,1,1,-1,False
AG16,Weekend,2,1,-1,False
AG16,Weekend,3,1,-1,False
AG16,Weekend,4,1,-1,False
AG16,Weekend,5,1,-1,False
AG16,Weekend,6,1,0,True
AG16,Weekend,7,1,0,True
AG16,Weekend,8,1,0,True
AG16,Weekend,9,1,0,True
AG16,Weekend,10,2,3,True
AG16,Weekend,11,2,6,True
AG16,Weekend,12,2,2,True
AG16,Weekend,13,2,5,True
AG16,Weekend,14,2,1,True
AG16,Weekend,15,2,4,True
AG16,Weekend,16,2,0,True
AG16,Weekend,17,2,0,True
AG16,Weekend,18,2,0,True
AG16,Weekend,19,2,0,True
AG16,Weekend,20,2,4,True
AG16,Weekend,21,1,0,True
AG16,Weekend,22,1,0,True
AG16,Weekend,23,1,0,True
AG17,Weekday,0,1,-1,False
AG17,Weekday,1,1,-1,False
AG17,Weekday,2,1,-1,False
AG17,Weekday,3,1,-1,False
AG17,Weekday,4,1,-1,False
AG17,Weekday,5,1,-1,False
AG17,Weekday,6,4,0,True
AG17,Weekday,7,5,0,True
AG17,Weekday,8,5,0,True
AG17,Weekday,9,1,0,True
AG17,Weekday,10,1,3,True
AG17,Weekday,11,1,6,True
AG17,Weekday,12,1,2,True
AG17,Weekday,13,1,5,True
AG17,Weekday,14,1,1,True
AG17,Weekday,15,1,4,True
AG17,Weekday,16,1,0,True
AG17,Weekday,17,3,0,True
AG17,Weekday,18,3,0,True
AG17,Weekday,19,3,0,True
AG17,Weekday,20,1,4,True
AG17,Weekday,21,1,0,True
AG17,Weekday,22,1,0,True
AG17,Weekday,23,1,0,True
AG17,Weekend,0,1,-1,False
AG17,Weekend,1,1,-1,False
AG17,Weekend,2,1,-1,False
AG17,Weekend,3,1,-1,False
AG17,Weekend,4,1,-1,False
AG17,Weekend,5,1,-1,False
AG17,Weekend,6,1,0,True
AG17,Weekend,7,1,0,True
AG17,Weekend,8,1,0,True
AG17,Weekend,9,1,0,True
AG17,Weekend,10,2,3,True
AG17,Weekend,11,2,6,True
AG17,Weekend,12,2,2,True
AG17,Weekend,13,2,5,True
AG17,Weekend,14,2,1,True
AG17,Weekend,15,2,4,True
AG17,Weekend,16,2,0,True
AG17,Weekend,17,2,0,True
AG17,Weekend,18,2,0,True
AG17,Weekend,19,2,0,True
AG17,Weekend,20,2,4,True
AG17,Weekend,21,1,0,True
AG17,Weekend,22,1,0,True
AG17,Weekend,23,1,0,True
AG18,Weekday,0,1,-1,False
AG18,Weekday,1,1,-1,False
AG18,Weekday,2,1,-1,False
AG18,Weekday,3,1,-1,False
AG18,Weekday,4,1,-1,False
AG18,Weekday,5,1,-1,False
AG18,Weekday,6,4,0,True
AG18,Weekday,7,5,0,True
AG18,Weekday,8,5,0,True
AG18,Weekday,9,1,0,True
AG18,Weekday,10,1,3,True
AG18,Weekday,11,1,6,True
AG18,Weekday,12,1,2,True
AG18,Weekday,13,1,5,True
AG18,Weekday,14,1,1,True
AG18,Weekday,15,1,4,True
AG18,Weekday,16,1,0,True
AG18,Weekday,17,3,0,True
AG18,Weekday,18,3,0,True
AG18,Weekday,19,3,0,True
AG18,Weekday,20,1,4,True
AG18,Weekday,21,1,0,True
AG18,Weekday,22,1,0,True
AG18,Weekday,23,1,0,True
AG18,Weekend,0,1,-1,False
AG18,Weekend,1,1,-1,False
AG18,Weekend,2,1,-1,False
AG18,Weekend,3,1,-1,False
AG18,Weekend,4,1,-1,False
AG18,Weekend,5,1,-1,False
AG18,Weekend,6,1,0,True
AG18,Weekend,7,1,0,True
AG18,Weekend,8,1,0,True
AG18,Weekend,9,1,0,True
AG18,Weekend,10,2,3,True
AG18,Weekend,11,2,6,True
AG18,Weekend,12,2,2,True
AG18,Weekend,13,2,5,True
AG18,Weekend,14,2,1,True
AG18,Weekend,15,2,4,True
AG18,Weekend,16,2,0,True
AG18,Weekend,17,2,0,True
AG18,Weekend,18,2,0,True
AG18,Weekend,19,2,0,True
AG18,Weekend,20,2,4,True
AG18,Weekend,21,1,0,True
AG18,Weekend,22,1,0,True
AG18,Weekend,23,1,0,True
AG2,Weekday,0,1,-1,False
AG2,Weekday,1,1,-1,False
AG2,Weekday,2,1,-1,False
AG2,Weekday,3,1,-1,False
AG2,Weekday,4,1,-1,False
AG2,Weekday,5,1,-1,False
AG2,Weekday,6,4,0,True
AG2,Weekday,7,5,0,True
AG2,Weekday,8,5,0,True
AG2,Weekday,9,1,0,True
AG2,Weekday,10,1,3,True
AG2,Weekday,11,1,6,True
AG2,Weekday,12,1,2,True
AG2,Weekday,13,1,5,True
AG2,Weekday,14,1,1,True
AG2,Weekday,15,1,4,True
AG2,Weekday,16,1,0,True
AG2,Weekday,17,3,0,True
AG2,Weekday,18,3,0,True
AG2,Weekday,19,3,0,True
AG2,Weekday,20,1,4,True
AG2,Weekday,21,1,0,True
AG2,Weekday,22,1,0,True
AG2,Weekday,23,1,0,True
AG2,Weekend,0,1,-1,False
AG2,Weekend,1,1,-1,False
AG2,Weekend,2,1,-1,False
AG2,Weekend,3,1,-1,False
AG2,Weekend,4,1,-1,False
AG2,Weekend,5,1,-1,False
AG2,Weekend,6,1,0,True
AG2,Weekend,7,1,0,True
AG2,Weekend,8,1,0,True
AG2,Weekend,9,1,0,True
AG2,Weekend,10,2,3,True
AG2,Weekend,11,2,6,True
AG2,Weekend,12,2,2,True
AG2,Weekend,13,2,5,True
AG2,Weekend,14,2,1,True
AG2,Weekend,15,2,4,True
AG2,Weekend,16,2,0,True
AG2,Weekend,17,2,0,True
AG2,Weekend,18,2,0,True
AG2,Weekend,19,2,0,True
AG2,Weekend,20,2,4,True
AG2,Weekend,21,1,0,True
AG2,Weekend,22,1,0,True
AG2,Weekend,23,1,0,True
AG3,Weekday,0,1,-1,False
AG3,Weekday,1,1,-1,False
AG3,Weekday,2,1,-1,False
AG3,Weekday,3,1,-1,False
AG3,Weekday,4,1,-1,False
AG3,Weekday,5,1,-1,False
AG3,Weekday,6,2,0,True
AG3,Weekday,7,5,0,True
AG3,Weekday,8,5,0,True
AG3,Weekday,9,2,0,True
AG3,Weekday,10,2,3,True
AG3,Weekday,11,2,6,True
AG3,Weekday,12,2,2,True
AG3,Weekday,13,2,5,True
AG3,Weekday,14,2,1,True
AG3,Weekday,15,2,4,True
AG3,Weekday,16,2,0,True
AG3,Weekday,17,5,0,True
AG3,Weekday,18,5,0,True
AG3,Weekday,19,2,0,True
AG3,Weekday,20,2,4,True
AG3,Weekday,21,2,0,True
AG3,Weekday,22,2,0,True
AG3,Weekday,23,2,0,True
AG3,Weekend,0,1,-1,False
AG3,Weekend,1,1,-1,False
AG3,Weekend,2,1,-1,False
AG3,Weekend,3,1,-1,False
AG3,Weekend,4,1,-1,False
AG3,Weekend,5,1,-1,False
AG3,Weekend,6,2,0,True
AG3,Weekend,7,2,0,True
AG3,Weekend,8,2,0,True
AG3,Weekend,9,2,0,True
AG3,Weekend,10,3,3,True
AG3,Weekend,11,3,6,True
AG3,Weekend,12,3,2,True
AG3,Weekend,13,3,5,True
AG3,Weekend,14,3,1,True
AG3,Weekend,15,3,4,True
AG3,Weekend,16,3,0,True
AG3,Weekend,17,3,0,True
AG3,Weekend,18,3,0,True
AG3,Weekend,19,3,0,True
AG3,Weekend,20,2,4,True
AG3,Weekend,21,2,0,True
AG3,Weekend,22,2,0,True
AG3,Weekend,23,2,0,True
AG4,Weekday,0,1,-1,False
AG4,Weekday,1,1,-1,False
AG4,Weekday,2,1,-1,False
AG4,Weekday,3,1,-1,False
AG4,Weekday,4,1,-1,False
AG4,Weekday,5,1,-1,False
AG4,Weekday,6,4,0,True
AG4,Weekday,7,5,0,True
AG4,Weekday,8,5,0,True
AG4,Weekday,9,1,0,True
AG4,Weekday,10,1,3,True
AG4,Weekday,11,1,6,True
AG4,Weekday,12,1,2,True
AG4,Weekday,13,1,5,True
AG4,Weekday,14,1,1,True
AG4,Weekday,15,1,4,True
AG4,Weekday,16,1,0,True
AG4,Weekday,17,3,0,True
AG4,Weekday,18,3,0,True
AG4,Weekday,19,3,0,True
AG4,Weekday,20,1,4,True
AG4,Weekday,21,1,0,True
AG4,Weekday,22,1,0,True
AG4,Weekday,23,1,0,True
AG4,Weekend,0,1,-1,False
AG4,Weekend,1,1,-1,False
AG4,Weekend,2,1,-1,False
AG4,Weekend,3,1,-1,False
AG4,Weekend,4,1,-1,False
AG4,Weekend,5,1,-1,False
AG4,Weekend,6,1,0,True
AG4,Weekend,7,1,0,True
AG4,Weekend,8,1,0,True
AG4,Weekend,9,1,0,True
AG4,Weekend,10,2,3,True
AG4,Weekend,11,2,6,True
AG4,Weekend,12,2,2,True
AG4,Weekend,13,2,5,True
AG4,Weekend,14,2,1,True
AG4,Weekend,15,2,4,True
AG4,Weekend,16,2,0,True
AG4,Weekend,17,2,0,True
AG4,Weekend,18,2,0,True
AG4,Weekend,19,2,0,True
AG4,Weekend,20,2,4,True
AG4,Weekend,21,1,0,True
AG4,Weekend,22,1,0,True
AG4,Weekend,23,1,0,True
AG5,Weekday,0,1,-1,False
AG5,Weekday,1,1,-1,False
AG5,Weekday,2,1,-1,False
AG5,Weekday,3,1,-1,False
AG5,Weekday,4,1,-1,False
AG5,Weekday,5,1,-1,False
AG5,Weekday,6,4,0,True
AG5,Weekday,7,5,0,True
AG5,Weekday,8,5,0,True
AG5,Weekday,9,1,0,True
AG5,Weekday,10,1,3,True
AG5,Weekday,11,1,6,True
AG5,Weekday,12,1,2,True
AG5,Weekday,13,1,5,True
AG5,Weekday,14,1,1,True
AG5,Weekday,15,1,4,True
AG5,Weekday,16,1,0,True
AG5,Weekday,17,3,0,True
AG5,Weekday,18,3,0,True
AG5,Weekday,19,3,0,True
AG5,Weekday,20,1,4,True
AG5,Weekday,21,1,0,True
AG5,Weekday,22,1,0,True
AG5,Weekday,23,1,0,True
AG5,Weekend,0,1,-1,False
AG5,Weekend,1,1,-1,False
AG5,Weekend,2,1,-1,False
AG5,Weekend,3,1,-1,False
AG5,Weekend,4,1,-1,False
AG5,Weekend,5,1,-1,False
AG5,Weekend,6,1,0,True
AG5,Weekend,7,1,0,True
AG5,Weekend,8,1,0,True
AG5,Weekend,9,1,0,True
AG5,Weekend,10,2,3,True
AG5,Weekend,11,2,6,True
AG5,Weekend,12,2,2,True
AG5,Weekend,13,2,5,True
AG5,Weekend,14,2,1,True
AG5,Weekend,15,2,4,True
AG5,Weekend,16,2,0,True
AG5,Weekend,17,2,0,True
AG5,Weekend,18,2,0,True
AG5,Weekend,19,2,0,True
AG5,Weekend,20,2,4,True
AG5,Weekend,21,1,0,True
AG5,Weekend,22,1,0,True
AG5,Weekend,23,1,0,True
AG6,Weekday,0,1,-1,False
AG6,Weekday,1,1,-1,False
AG6,Weekday,2,1,-1,False
AG6,Weekday,3,1,-1,False
AG6,Weekday,4,1,-1,False
AG6,Weekday,5,1,-1,False
AG6,Weekday,6,4,0,True
AG6,Weekday,7,5,0,True
AG6,Weekday,8,5,0,True
AG6,Weekday,9,1,0,True
AG6,Weekday,10,1,3,True
AG6,Weekday,11,1,6,True
AG6,Weekday,12,1,2,True
AG6,Weekday,13,1,5,True
AG6,Weekday,14,1,1,True
AG6,Weekday,15,1,4,True
AG6,Weekday,16,1,0,True
AG6,Weekday,17,3,0,True
AG6,Weekday,18,3,0,True
AG6,Weekday,19,3,0,True
AG6,Weekday,20,1,4,True
AG6,Weekday,21,1,0,True
AG6,Weekday,22,1,0,True
AG6,Weekday,23,1,0,True
AG6,Weekend,0,1,-1,False
AG6,Weekend,1,1,-1,False
AG6,Weekend,2,1,-1,False
AG6,Weekend,3,1,-1,False
AG6,Weekend,4,1,-1,False
AG6,Weekend,5,1,-1,False
AG6,Weekend,6,1,0,True
AG6,Weekend,7,1,0,True
AG6,Weekend,8,1,0,True
AG6,Weekend,9,1,0,True
AG6,Weekend,10,2,3,True
AG6,Weekend,11,2,6,True
AG6,Weekend,12,2,2,True
AG6,Weekend,13,2,5,True
AG6,Weekend,14,2,1,True
AG6,Weekend,15,2,4,True
AG6,Weekend,16,2,0,True
AG6,Weekend,17,2,0,True
AG6,Weekend,18,2,0,True
AG6,Weekend,19,2,0,True
AG6,Weekend,20,2,4,True
AG6,Weekend,21,1,0,True
AG6,Weekend,22,1,0,True
AG6,Weekend,23,1,0,True
AG7,Weekday,0,1,-1,False
AG7,Weekday,1,1,-1,False
AG7,Weekday,2,1,-1,False
AG7,Weekday,3,1,-1,False
AG7,Weekday,4,1,-1,False
AG7,Weekday,5,1,-1,False
AG7,Weekday,6,2,0,True
AG7,Weekday,7,5,0,True
AG7,Weekday,8,5,0,True
AG7,Weekday,9,2,0,True
AG7,Weekday,10,2,3,True
AG7,Weekday,11,2,6,True
AG7,Weekday,12,2,2,True
AG7,Weekday,13,2,5,True
AG7,Weekday,14,2,1,True
AG7,Weekday,15,2,4,True
AG7,Weekday,16,2,0,True
AG7,Weekday,17,5,0,True
AG7,Weekday,18,5,0,True
AG7,Weekday,19,2,0,True
AG7,Weekday,20,2,4,True
AG7,Weekday,21,2,0,True
AG7,Weekday,22,2,0,True
AG7,Weekday,23,2,0,True
AG7,Weekend,0,1,-1,False
AG7,Weekend,1,1,-1,False
AG7,Weekend,2,1,-1,False
AG7,Weekend,3,1,-1,False
AG7,Weekend,4,1,-1,False
AG7,Weekend,5,1,-1,False
AG7,Weekend,6,2,0,True
AG7,Weekend,7,2,0,True
AG7,Weekend,8,2,0,True
AG7,Weekend,9,2,0,True
AG7,Weekend,10,3,3,True
AG7,Weekend,11,3,6,True
AG7,Weekend,12,3,2,True
AG7,Weekend,13,3,5,True
AG7,Weekend,14,3,1,True
AG7,Weekend,15,3,4,True
AG7,Weekend,16,3,0,True
AG7,Weekend,17,3,0,True
AG7,Weekend,18,3,0,True
AG7,Weekend,19,3,0,True
AG7,Weekend,20,2,4,True
AG7,Weekend,21,2,0,True
AG7,Weekend,22,2,0,True
AG7,Weekend,23,2,0,True
AG8,Weekday,0,1,-1,False
AG8,Weekday,1,1,-1,False
AG8,Weekday,2,1,-1,False
AG8,Weekday,3,1,-1,False
AG8,Weekday,4,1,-1,False
AG8,Weekday,5,1,-1,False
AG8,Weekday,6,2,0,True
AG8,Weekday,7,5,0,True
AG8,Weekday,8,5,0,True
AG8,Weekday,9,2,0,True
AG8,Weekday,10,2,3,True
AG8,Weekday,11,2,6,True
AG8,Weekday,12,2,2,True
AG8,Weekday,13,2,5,True
AG8,Weekday,14,2,1,True
AG8,Weekday,15,2,4,True
AG8,Weekday,16,2,0,True
AG8,Weekday,17,5,0,True
AG8,Weekday,18,5,0,True
AG8,Weekday,19,2,0,True
AG8,Weekday,20,2,4,True
AG8,Weekday,21,2,0,True
AG8,Weekday,22,2,0,True
AG8,Weekday,23,2,0,True
AG8,Weekend,0,1,-1,False
AG8,Weekend,1,1,-1,False
AG8,Weekend,2,1,-1,False
AG8,Weekend,3,1,-1,False
AG8,Weekend,4,1,-1,False
AG8,Weekend,5,1,-1,False
AG8,Weekend,6,2,0,True
AG8,Weekend,7,2,0,True
AG8,Weekend,8,2,0,True
AG8,Weekend,9,2,0,True
AG8,Weekend,10,3,3,True
AG8,Weekend,11,3,6,True
AG8,Weekend,12,3,2,True
AG8,Weekend,13,3,5,True
