stop_id,forecast_hour,is_weekend,occupancy_level,occupancy_percent,expected_wait_minutes,eta_multiplier,source_type
AG7,23,True,2,28.0,4,1.05,baseline_rules
KG09,0,False,2,28.0,4,1.05,baseline_rules
KG09,1,False,2,28.0,4,1.05,baseline_rules
KG09,2,False,2,28.0,4,1.05,baseline_rules
KG09,3,False,2,28.0,4,1.05,baseline_rules
KG09,4,False,2,28.0,4,1.05,baseline_rules
KG09,5,False,2,28.0,4,1.05,baseline_rules
KG09,6,False,2,28.0,4,1.05,baseline_rules
KG09,7,False,2,28.0,4,1.05,baseline_rules
KG09,8,False,2,28.0,4,1.05,baseline_rules
KG09,9,False,2,28.0,4,1.05,baseline_rules
KG09,10,False,2,28.0,4,1.05,baseline_rules
KG09,11,False,2,28.0,4,1.05,baseline_rules
KG09,12,False,2,28.0,4,1.05,baseline_rules
KG09,13,False,2,28.0,4,1.05,baseline_rules
KG09,14,False,2,28.0,4,1.05,baseline_rules
KG09,15,False,2,28.0,4,1.05,baseline_rules
KG09,16,False,2,28.0,4,1.05,baseline_rules
KG09,17,False,4,74.0,8,1.22,baseline_rules
KG09,18,False,5,92.0,10,1.35,baseline_rules
KG09,19,False,5,92.0,10,1.35,baseline_rules
KG09,20,False,2,28.0,4,1.05,baseline_rules
KG09,21,False,2,28.0,4,1.05,baseline_rules
KG09,22,False,2,28.0,4,1.05,baseline_rules
KG09,23,False,2,28.0,4,1.05,baseline_rules
KG09,0,True,2,28.0,4,1.05,baseline_rules
KG09,1,True,2,28.0,4,1.05,baseline_rules
KG09,2,True,2,28.0,4,1.05,baseline_rules
KG09,3,True,2,28.0,4,1.05,baseline_rules
KG09,4,True,2,28.0,4,1.05,baseline_rules
KG09,5,True,2,28.0,4,1.05,baseline_rules
KG09,6,True,2,28.0,4,1.05,baseline_rules
KG09,7,True,2,28.0,4,1.05,baseline_rules
KG09,8,True,2,28.0,4,1.05,baseline_rules
KG09,9,True,2,28.0,4,1.05,baseline_rules
KG09,10,True,2,28.0,4,1.05,baseline_rules
KG09,11,True,2,28.0,4,1.05,baseline_rules
KG09,12,True,3,52.0,6,1.12,baseline_rules
KG09,13,True,3,52.0,6,1.12,baseline_rules
KG09,14,True,3,52.0,6,1.12,baseline_rules
KG09,15,True,3,52.0,6,1.12,baseline_rules
KG09,16,True,3,52.0,6,1.12,baseline_rules
KG09,17,True,4,74.0,8,1.22,baseline_rules
KG09,18,True,4,74.0,8,1.22,baseline_rules
KG09,19,True,4,74.0,8,1.22,baseline_rules
KG09,20,True,4,74.0,8,1.22,baseline_rules
KG09,21,True,4,74.0,8,1.22,baseline_rules
KG09,22,True,2,28.0,4,1.05,baseline_rules
KG09,23,True,2,28.0,4,1.05,baseline_rules
KG16,0,False,3,52.0,6,1.12,baseline_rules
KG16,1,False,3,52.0,6,1.12,baseline_rules
KG16,2,False,3,52.0,6,1.12,baseline_rules
KG16,3,False,3,52.0,6,1.12,baseline_rules
KG16,4,False,3,52.0,6,1.12,baseline_rules
KG16,5,False,3,52.0,6,1.12,baseline_rules
KG16,6,False,3,52.0,6,1.12,baseline_rules
KG16,7,False,4,74.0,8,1.22,baseline_rules
KG16,8,False,5,92.0,10,1.35,baseline_rules
KG16,9,False,3,52.0,6,1.12,baseline_rules
KG16,10,False,3,52.0,6,1.12,baseline_rules
KG16,11,False,3,52.0,6,1.12,baseline_rules
KG16,12,False,3,52.0,6,1.12,baseline_rules
KG16,13,False,3,52.0,6,1.12,baseline_rules
KG16,14,False,3,52.0,6,1.12,baseline_rules
KG16,15,False,3,52.0,6,1.12,baseline_rules
KG16,16,False,3,52.0,6,1.12,baseline_rules
KG16,17,False,5,92.0,10,1.35,baseline_rules
KG16,18,False,5,92.0,10,1.35,baseline_rules
KG16,19,False,4,74.0,8,1.22,baseline_rules
KG16,20,False,3,52.0,6,1.12,baseline_rules
KG16,21,False,3,52.0,6,1.12,baseline_rules
KG16,22,False,3,52.0,6,1.12,baseline_rules
KG16,23,False,3,52.0,6,1.12,baseline_rules
KG16,0,True,2,28.0,4,1.05,baseline_rules
KG16,1,True,2,28.0,4,1.05,baseline_rules
KG16,2,True,2,28.0,4,1.05,baseline_rules
KG16,3,True,2,28.0,4,1.05,baseline_rules
KG16,4,True,2,28.0,4,1.05,baseline_rules
KG16,5,True,2,28.0,4,1.05,baseline_rules
KG16,6,True,2,28.0,4,1.05,baseline_rules
KG16,7,True,2,28.0,4,1.05,baseline_rules
KG16,8,True,2,28.0,4,1.05,baseline_rules
KG16,9,True,2,28.0,4,1.05,baseline_rules
KG16,10,True,3,52.0,6,1.12,baseline_rules
KG16,11,True,3,52.0,6,1.12,baseline_rules
KG16,12,True,3,52.0,6,1.12,baseline_rules
KG16,13,True,3,52.0,6,1.12,baseline_rules
KG16,14,True,3,52.0,6,1.12,baseline_rules
KG16,15,True,3,52.0,6,1.12,baseline_rules
KG16,16,True,3,52.0,6,1.12,baseline_rules
KG16,17,True,3,52.0,6,1.12,baseline_rules
KG16,18,True,3,52.0,6,1.12,baseline_rules
KG16,19,True,3,52.0,6,1.12,baseline_rules
KG16,20,True,3,52.0,6,1.12,baseline_rules
KG16,21,True,2,28.0,4,1.05,baseline_rules
KG16,22,True,2,28.0,4,1.05,baseline_rules
KG16,23,True,2,28.0,4,1.05,baseline_rules
KG18,0,False,3,52.0,6,1.12,baseline_rules
KG18,1,False,3,52.0,6,1.12,baseline_rules
KG18,2,False,3,52.0,6,1.12,baseline_rules
KG18,3,False,3,52.0,6,1.12,baseline_rules
KG18,4,False,3,52.0,6,1.12,baseline_rules
KG18,5,False,3,52.0,6,1.12,baseline_rules
KG18,6,False,3,52.0,6,1.12,baseline_rules
KG18,7,False,4,74.0,8,1.22,baseline_rules
KG18,8,False,5,92.0,10,1.35,baseline_rules
KG18,9,False,3,52.0,6,1.12,baseline_rules
KG18,10,False,3,52.0,6,1.12,baseline_rules
KG18,11,False,3,52.0,6,1.12,baseline_rules
KG18,12,False,3,52.0,6,1.12,baseline_rules
KG18,13,False,3,52.0,6,1.12,baseline_rules
KG18,14,False,3,52.0,6,1.12,baseline_rules
KG18,15,False,3,52.0,6,1.12,baseline_rules
KG18,16,False,3,52.0,6,1.12,baseline_rules
KG18,17,False,5,92.0,10,1.35,baseline_rules
KG18,18,False,5,92.0,10,1.35,baseline_rules
KG18,19,False,4,74.0,8,1.22,baseline_rules
KG18,20,False,3,52.0,6,1.12,baseline_rules
KG18,21,False,3,52.0,6,1.12,baseline_rules
KG18,22,False,3,52.0,6,1.12,baseline_rules
KG18,23,False,3,52.0,6,1.12,baseline_rules
KG18,0,True,2,28.0,4,1.05,baseline_rules
KG18,1,True,2,28.0,4,1.05,baseline_rules
KG18,2,True,2,28.0,4,1.05,baseline_rules
KG18,3,True,2,28.0,4,1.05,baseline_rules
KG18,4,True,2,28.0,4,1.05,baseline_rules
KG18,5,True,2,28.0,4,1.05,baseline_rules
KG18,6,True,2,28.0,4,1.05,baseline_rules
KG18,7,True,2,28.0,4,1.05,baseline_rules
KG18,8,True,2,28.0,4,1.05,baseline_rules
KG18,9,True,2,28.0,4,1.05,baseline_rules
KG18,10,True,3,52.0,6,1.12,baseline_rules
KG18,11,True,3,52.0,6,1.12,baseline_rules
KG18,12,True,3,52.0,6,1.12,baseline_rules
KG18,13,True,3,52.0,6,1.12,baseline_rules
KG18,14,True,3,52.0,6,1.12,baseline_rules
KG18,15,True,3,52.0,6,1.12,baseline_rules
KG18,16,True,3,52.0,6,1.12,baseline_rules
KG18,17,True,3,52.0,6,1.12,baseline_rules
KG18,18,True,3,52.0,6,1.12,baseline_rules
KG18,19,True,3,52.0,6,1.12,baseline_rules
KG18,20,True,3,52.0,6,1.12,baseline_rules
KG18,21,True,2,28.0,4,1.05,baseline_rules
KG18,22,True,2,28.0,4,1.05,baseline_rules
KG18,23,True,2,28.0,4,1.05,baseline_rules
KG20,0,False,3,52.0,6,1.12,baseline_rules
KG20,1,False,3,52.0,6,1.12,baseline_rules
KG20,2,False,3,52.0,6,1.12,baseline_rules
KG20,3,False,3,52.0,6,1.12,baseline_rules
KG20,4,False,3,52.0,6,1.12,baseline_rules
KG20,5,False,3,52.0,6,1.12,baseline_rules
KG20,6,False,3,52.0,6,1.12,baseline_rules
KG20,7,False,4,74.0,8,1.22,baseline_rules
KG20,8,False,5,92.0,10,1.35,baseline_rules
KG20,9,False,3,52.0,6,1.12,baseline_rules
KG20,10,False,3,52.0,6,1.12,baseline_rules
KG20,11,False,3,52.0,6,1.12,baseline_rules
KG20,12,False,3,52.0,6,1.12,baseline_rules
KG20,13,False,3,52.0,6,1.12,baseline_rules
KG20,14,False,3,52.0,6,1.12,baseline_rules
KG20,15,False,3,52.0,6,1.12,baseline_rules
KG20,16,False,3,52.0,6,1.12,baseline_rules
KG20,17,False,5,92.0,10,1.35,baseline_rules
KG20,18,False,5,92.0,10,1.35,baseline_rules
KG20,19,False,4,74.0,8,1.22,baseline_rules
KG20,20,False,3,52.0,6,1.12,baseline_rules
KG20,21,False,3,52.0,6,1.12,baseline_rules
KG20,22,False,3,52.0,6,1.12,baseline_rules
KG20,23,False,3,52.0,6,1.12,baseline_rules
KG20,0,True,2,28.0,4,1.05,baseline_rules
KG20,1,True,2,28.0,4,1.05,baseline_rules
KG20,2,True,2,28.0,4,1.05,baseline_rules
KG20,3,True,2,28.0,4,1.05,baseline_rules
KG20,4,True,2,28.0,4,1.05,baseline_rules
KG20,5,True,2,28.0,4,1.05,baseline_rules
KG20,6,True,2,28.0,4,1.05,baseline_rules
KG20,7,True,2,28.0,4,1.05,baseline_rules
KG20,8,True,2,28.0,4,1.05,baseline_rules
KG20,9,True,2,28.0,4,1.05,baseline_rules
KG20,10,True,3,52.0,6,1.12,baseline_rules
KG20,11,True,3,52.0,6,1.12,baseline_rules
KG20,12,True,3,52.0,6,1.12,baseline_rules
KG20,13,True,3,52.0,6,1.12,baseline_rules
KG20,14,True,3,52.0,6,1.12,baseline_rules
KG20,15,True,3,52.0,6,1.12,baseline_rules
KG20,16,True,3,52.0,6,1.12,baseline_rules
KG20,17,True,3,52.0,6,1.12,baseline_rules
KG20,18,True,3,52.0,6,1.12,baseline_rules
KG20,19,True,3,52.0,6,1.12,baseline_rules
KG20,20,True,3,52.0,6,1.12,baseline_rules
KG20,21,True,2,28.0,4,1.05,baseline_rules
KG20,22,True,2,28.0,4,1.05,baseline_rules
KG20,23,True,2,28.0,4,1.05,baseline_rules
KG34,0,False,1,10.0,2,1.0,baseline_rules
KG34,1,False,1,10.0,2,1.0,baseline_rules
KG34,2,False,1,10.0,2,1.0,baseline_rules
KG34,3,False,1,10.0,2,1.0,baseline_rules
KG34,4,False,1,10.0,2,1.0,baseline_rules
KG34,5,False,1,10.0,2,1.0,baseline_rules
KG34,6,False,4,74.0,8,1.22,baseline_rules
KG34,7,False,5,92.0,10,1.35,baseline_rules
KG34,8,False,5,92.0,10,1.35,baseline_rules
KG34,9,False,1,10.0,2,1.0,baseline_rules
KG34,10,False,1,10.0,2,1.0,baseline_rules
KG34,11,False,1,10.0,2,1.0,baseline_rules
KG34,12,False,1,10.0,2,1.0,baseline_rules
KG34,13,False,1,10.0,2,1.0,baseline_rules
KG34,14,False,1,10.0,2,1.0,baseline_rules
KG34,15,False,1,10.0,2,1.0,baseline_rules
KG34,16,False,1,10.0,2,1.0,baseline_rules
KG34,17,False,3,52.0,6,1.12,baseline_rules
KG34,18,False,3,52.0,6,1.12,baseline_rules
KG34,19,False,3,52.0,6,1.12,baseline_rules
KG34,20,False,1,10.0,2,1.0,baseline_rules
KG34,21,False,1,10.0,2,1.0,baseline_rules
KG34,22,False,1,10.0,2,1.0,baseline_rules
KG34,23,False,1,10.0,2,1.0,baseline_rules
KG34,0,True,1,10.0,2,1.0,baseline_rules
KG34,1,True,1,10.0,2,1.0,baseline_rules
KG34,2,True,1,10.0,2,1.0,baseline_rules
KG34,3,True,1,10.0,2,1.0,baseline_rules
KG34,4,True,1,10.0,2,1.0,baseline_rules
KG34,5,True,1,10.0,2,1.0,baseline_rules
KG34,6,True,1,10.0,2,1.0,baseline_rules
KG34,7,True,1,10.0,2,1.0,baseline_rules
KG34,8,True,2,28.0,4,1.05,baseline_rules
KG34,9,True,2,28.0,4,1.05,baseline_rules
KG34,10,True,2,28.0,4,1.05,baseline_rules
KG34,11,True,2,28.0,4,1.05,baseline_rules
KG34,12,True,2,28.0,4,1.05,baseline_rules
KG34,13,True,2,28.0,4,1.05,baseline_rules
KG34,14,True,2,28.0,4,1.05,baseline_rules
KG34,15,True,2,28.0,4,1.05,baseline_rules
KG34,16,True,2,28.0,4,1.05,baseline_rules
KG34,17,True,2,28.0,4,1.05,baseline_rules
KG34,18,True,2,28.0,4,1.05,baseline_rules
KG34,19,True,2,28.0,4,1.05,baseline_rules
KG34,20,True,2,28.0,4,1.05,baseline_rules
KG34,21,True,1,10.0,2,1.0,baseline_rules
KG34,22,True,1,10.0,2,1.0,baseline_rules
KG34,23,True,1,10.0,2,1.0,baseline_rules
KJ10,0,False,2,28.0,4,1.05,baseline_rules
KJ10,1,False,2,28.0,4,1.05,baseline_rules
KJ10,2,False,2,28.0,4,1.05,baseline_rules
KJ10,3,False,2,28.0,4,1.05,baseline_rules
KJ10,4,False,2,28.0,4,1.05,baseline_rules
KJ10,5,False,2,28.0,4,1.05,baseline_rules
KJ10,6,False,2,28.0,4,1.05,baseline_rules
KJ10,7,False,2,28.0,4,1.05,baseline_rules
KJ10,8,False,2,28.0,4,1.05,baseline_rules
KJ10,9,False,2,28.0,4,1.05,baseline_rules
KJ10,10,False,2,28.0,4,1.05,baseline_rules
KJ10,11,False,2,28.0,4,1.05,baseline_rules
KJ10,12,False,2,28.0,4,1.05,baseline_rules
KJ10,13,False,2,28.0,4,1.05,baseline_rules
KJ10,14,False,2,28.0,4,1.05,baseline_rules
KJ10,15,False,2,28.0,4,1.05,baseline_rules
KJ10,16,False,2,28.0,4,1.05,baseline_rules
KJ10,17,False,4,74.0,8,1.22,baseline_rules
KJ10,18,False,5,92.0,10,1.35,baseline_rules
KJ10,19,False,5,92.0,10,1.35,baseline_rules
KJ10,20,False,2,28.0,4,1.05,baseline_rules
KJ10,21,False,2,28.0,4,1.05,baseline_rules
KJ10,22,False,2,28.0,4,1.05,baseline_rules
KJ10,23,False,2,28.0,4,1.05,baseline_rules
KJ10,0,True,2,28.0,4,1.05,baseline_rules
KJ10,1,True,2,28.0,4,1.05,baseline_rules
KJ10,2,True,2,28.0,4,1.05,baseline_rules
KJ10,3,True,2,28.0,4,1.05,baseline_rules
KJ10,4,True,2,28.0,4,1.05,baseline_rules
KJ10,5,True,2,28.0,4,1.05,baseline_rules
KJ10,6,True,2,28.0,4,1.05,baseline_rules
KJ10,7,True,2,28.0,4,1.05,baseline_rules
KJ10,8,True,2,28.0,4,1.05,baseline_rules
KJ10,9,True,2,28.0,4,1.05,baseline_rules
KJ10,10,True,2,28.0,4,1.05,baseline_rules
KJ10,11,True,2,28.0,4,1.05,baseline_rules
KJ10,12,True,3,52.0,6,1.12,baseline_rules
KJ10,13,True,3,52.0,6,1.12,baseline_rules
KJ10,14,True,3,52.0,6,1.12,baseline_rules
KJ10,15,True,3,52.0,6,1.12,baseline_rules
KJ10,16,True,3,52.0,6,1.12,baseline_rules
KJ10,17,True,4,74.0,8,1.22,baseline_rules
KJ10,18,True,4,74.0,8,1.22,baseline_rules
KJ10,19,True,4,74.0,8,1.22,baseline_rules
KJ10,20,True,4,74.0,8,1.22,baseline_rules
KJ10,21,True,4,74.0,8,1.22,baseline_rules
KJ10,22,True,2,28.0,4,1.05,baseline_rules
KJ10,23,True,2,28.0,4,1.05,baseline_rules
KJ13,0,False,3,52.0,6,1.12,baseline_rules
KJ13,1,False,3,52.0,6,1.12,baseline_rules
KJ13,2,False,3,52.0,6,1.12,baseline_rules
KJ13,3,False,3,52.0,6,1.12,baseline_rules
KJ13,4,False,3,52.0,6,1.12,baseline_rules
KJ13,5,False,3,52.0,6,1.12,baseline_rules
KJ13,6,False,3,52.0,6,1.12,baseline_rules
KJ13,7,False,4,74.0,8,1.22,baseline_rules
KJ13,8,False,5,92.0,10,1.35,baseline_rules
KJ13,9,False,3,52.0,6,1.12,baseline_rules
KJ13,10,False,3,52.0,6,1.12,baseline_rules
KJ13,11,False,3,52.0,6,1.12,baseline_rules
KJ13,12,False,3,52.0,6,1.12,baseline_rules
KJ13,13,False,3,52.0,6,1.12,baseline_rules
KJ13,14,False,3,52.0,6,1.12,baseline_rules
KJ13,15,False,3,52.0,6,1.12,baseline_rules
KJ13,16,False,3,52.0,6,1.12,baseline_rules
KJ13,17,False,5,92.0,10,1.35,baseline_rules
KJ13,18,False,5,92.0,10,1.35,baseline_rules
KJ13,19,False,4,74.0,8,1.22,baseline_rules
KJ13,20,False,3,52.0,6,1.12,baseline_rules
KJ13,21,False,3,52.0,6,1.12,baseline_rules
KJ13,22,False,3,52.0,6,1.12,baseline_rules
KJ13,23,False,3,52.0,6,1.12,baseline_rules
KJ13,0,True,2,28.0,4,1.05,baseline_rules
KJ13,1,True,2,28.0,4,1.05,baseline_rules
KJ13,2,True,2,28.0,4,1.05,baseline_rules
KJ13,3,True,2,28.0,4,1.05,baseline_rules
KJ13,4,True,2,28.0,4,1.05,baseline_rules
KJ13,5,True,2,28.0,4,1.05,baseline_rules
KJ13,6,True,2,28.0,4,1.05,baseline_rules
KJ13,7,True,2,28.0,4,1.05,baseline_rules
KJ13,8,True,2,28.0,4,1.05,baseline_rules
KJ13,9,True,2,28.0,4,1.05,baseline_rules
KJ13,10,True,3,52.0,6,1.12,baseline_rules
KJ13,11,True,3,52.0,6,1.12,baseline_rules
KJ13,12,True,3,52.0,6,1.12,baseline_rules
KJ13,13,True,3,52.0,6,1.12,baseline_rules
KJ13,14,True,3,52.0,6,1.12,baseline_rules
KJ13,15,True,3,52.0,6,1.12,baseline_rules
KJ13,16,True,3,52.0,6,1.12,baseline_rules
KJ13,17,True,3,52.0,6,1.12,baseline_rules
KJ13,18,True,3,52.0,6,1.12,baseline_rules
KJ13,19,True,3,52.0,6,1.12,baseline_rules
KJ13,20,True,3,52.0,6,1.12,baseline_rules
KJ13,21,True,2,28.0,4,1.05,baseline_rules
KJ13,22,True,2,28.0,4,1.05,baseline_rules
KJ13,23,True,2,28.0,4,1.05,baseline_rules
KJ14,0,False,3,52.0,6,1.12,baseline_rules
KJ14,1,False,3,52.0,6,1.12,baseline_rules
KJ14,2,False,3,52.0,6,1.12,baseline_rules
KJ14,3,False,3,52.0,6,1.12,baseline_rules
KJ14,4,False,3,52.0,6,1.12,baseline_rules
KJ14,5,False,3,52.0,6,1.12,baseline_rules
KJ14,6,False,3,52.0,6,1.12,baseline_rules
KJ14,7,False,4,74.0,8,1.22,baseline_rules
KJ14,8,False,5,92.0,10,1.35,baseline_rules
KJ14,9,False,3,52.0,6,1.12,baseline_rules
KJ14,10,False,3,52.0,6,1.12,baseline_rules
KJ14,11,False,3,52.0,6,1.12,baseline_rules
KJ14,12,False,3,52.0,6,1.12,baseline_rules
KJ14,13,False,3,52.0,6,1.12,baseline_rules
KJ14,14,False,3,52.0,6,1.12,baseline_rules
KJ14,15,False,3,52.0,6,1.12,baseline_rules
KJ14,16,False,3,52.0,6,1.12,baseline_rules
KJ14,17,False,5,92.0,10,1.35,baseline_rules
KJ14,18,False,5,92.0,10,1.35,baseline_rules
KJ14,19,False,4,74.0,8,1.22,baseline_rules
KJ14,20,False,3,52.0,6,1.12,baseline_rules
KJ14,21,False,3,52.0,6,1.12,baseline_rules
KJ14,22,False,3,52.0,6,1.12,baseline_rules
KJ14,23,False,3,52.0,6,1.12,baseline_rules
KJ14,0,True,2,28.0,4,1.05,baseline_rules
KJ14,1,True,2,28.0,4,1.05,baseline_rules
KJ14,2,True,2,28.0,4,1.05,baseline_rules
KJ14,3,True,2,28.0,4,1.05,baseline_rules
KJ14,4,True,2,28.0,4,1.05,baseline_rules
KJ14,5,True,2,28.0,4,1.05,baseline_rules
KJ14,6,True,2,28.0,4,1.05,baseline_rules
KJ14,7,True,2,28.0,4,1.05,baseline_rules
KJ14,8,True,2,28.0,4,1.05,baseline_rules
KJ14,9,True,2,28.0,4,1.05,baseline_rules
KJ14,10,True,3,52.0,6,1.12,baseline_rules
KJ14,11,True,3,52.0,6,1.12,baseline_rules
KJ14,12,True,3,52.0,6,1.12,baseline_rules
KJ14,13,True,3,52.0,6,1.12,baseline_rules
KJ14,14,True,3,52.0,6,1.12,baseline_rules
KJ14,15,True,3,52.0,6,1.12,baseline_rules
KJ14,16,True,3,52.0,6,1.12,baseline_rules
KJ14,17,True,3,52.0,6,1.12,baseline_rules
KJ14,18,True,3,52.0,6,1.12,baseline_rules
KJ14,19,True,3,52.0,6,1.12,baseline_rules
KJ14,20,True,3,52.0,6,1.12,baseline_rules
KJ14,21,True,2,28.0,4,1.05,baseline_rules
KJ14,22,True,2,28.0,4,1.05,baseline_rules
KJ14,23,True,2,28.0,4,1.05,baseline_rules
KJ15,0,False,3,52.0,6,1.12,baseline_rules
KJ15,1,False,3,52.0,6,1.12,baseline_rules
KJ15,2,False,3,52.0,6,1.12,baseline_rules
KJ15,3,False,3,52.0,6,1.12,baseline_rules
KJ15,4,False,3,52.0,6,1.12,baseline_rules
KJ15,5,False,3,52.0,6,1.12,baseline_rules
KJ15,6,False,3,52.0,6,1.12,baseline_rules
KJ15,7,False,4,74.0,8,1.22,baseline_rules
KJ15,8,False,5,92.0,10,1.35,baseline_rules
KJ15,9,False,3,52.0,6,1.12,baseline_rules
KJ15,10,False,3,52.0,6,1.12,baseline_rules
KJ15,11,False,3,52.0,6,1.12,baseline_rules
KJ15,12,False,3,52.0,6,1.12,baseline_rules
KJ15,13,False,3,52.0,6,1.12,baseline_rules
KJ15,14,False,3,52.0,6,1.12,baseline_rules
KJ15,15,False,3,52.0,6,1.12,baseline_rules
KJ15,16,False,3,52.0,6,1.12,baseline_rules
KJ15,17,False,5,92.0,10,1.35,baseline_rules
KJ15,18,False,5,92.0,10,1.35,baseline_rules
KJ15,19,False,4,74.0,8,1.22,baseline_rules
KJ15,20,False,3,52.0,6,1.12,baseline_rules
KJ15,21,False,3,52.0,6,1.12,baseline_rules
KJ15,22,False,3,52.0,6,1.12,baseline_rules
KJ15,23,False,3,52.0,6,1.12,baseline_rules
KJ15,0,True,2,28.0,4,1.05,baseline_rules
KJ15,1,True,2,28.0,4,1.05,baseline_rules
KJ15,2,True,2,28.0,4,1.05,baseline_rules
KJ15,3,True,2,28.0,4,1.05,baseline_rules
KJ15,4,True,2,28.0,4,1.05,baseline_rules
KJ15,5,True,2,28.0,4,1.05,baseline_rules
KJ15,6,True,2,28.0,4,1.05,baseline_rules
KJ15,7,True,2,28.0,4,1.05,baseline_rules
KJ15,8,True,2,28.0,4,1.05,baseline_rules
KJ15,9,True,2,28.0,4,1.05,baseline_rules
KJ15,10,True,3,52.0,6,1.12,baseline_rules
KJ15,11,True,3,52.0,6,1.12,baseline_rules
KJ15,12,True,3,52.0,6,1.12,baseline_rules
KJ15,13,True,3,52.0,6,1.12,baseline_rules
KJ15,14,True,3,52.0,6,1.12,baseline_rules
KJ15,15,True,3,52.0,6,1.12,baseline_rules
KJ15,16,True,3,52.0,6,1.12,baseline_rules
KJ15,17,True,3,52.0,6,1.12,baseline_rules
KJ15,18,True,3,52.0,6,1.12,baseline_rules
KJ15,19,True,3,52.0,6,1.12,baseline_rules
KJ15,20,True,3,52.0,6,1.12,baseline_rules
KJ15,21,True,2,28.0,4,1.05,baseline_rules
KJ15,22,True,2,28.0,4,1.05,baseline_rules
KJ15,23,True,2,28.0,4,1.05,baseline_rules
KJ29,0,False,1,10.0,2,1.0,baseline_rules
KJ29,1,False,1,10.0,2,1.0,baseline_rules
KJ29,2,False,1,10.0,2,1.0,baseline_rules
KJ29,3,False,1,10.0,2,1.0,baseline_rules
KJ29,4,False,1,10.0,2,1.0,baseline_rules
KJ29,5,False,1,10.0,2,1.0,baseline_rules
KJ29,6,False,4,74.0,8,1.22,baseline_rules
KJ29,7,False,5,92.0,10,1.35,baseline_rules
KJ29,8,False,5,92.0,10,1.35,baseline_rules
KJ29,9,False,1,10.0,2,1.0,baseline_rules
KJ29,10,False,1,10.0,2,1.0,baseline_rules
KJ29,11,False,1,10.0,2,1.0,baseline_rules
KJ29,12,False,1,10.0,2,1.0,baseline_rules
KJ29,13,False,1,10.0,2,1.0,baseline_rules
KJ29,14,False,1,10.0,2,1.0,baseline_rules
KJ29,15,False,1,10.0,2,1.0,baseline_rules
KJ29,16,False,1,10.0,2,1.0,baseline_rules
KJ29,17,False,3,52.0,6,1.12,baseline_rules
KJ29,18,False,3,52.0,6,1.12,baseline_rules
KJ29,19,False,3,52.0,6,1.12,baseline_rules
KJ29,20,False,1,10.0,2,1.0,baseline_rules
KJ29,21,False,1,10.0,2,1.0,baseline_rules
KJ29,22,False,1,10.0,2,1.0,baseline_rules
KJ29,23,False,1,10.0,2,1.0,baseline_rules
KJ29,0,True,1,10.0,2,1.0,baseline_rules
KJ29,1,True,1,10.0,2,1.0,baseline_rules
