line_id,hour,is_weekend,is_raining,occupancy_percent,occupancy_level
lrt_kj,8,0,1,100.0,3
monorail,20,1,1,38.21,1
komuter,13,1,1,31.83,1
komuter,6,0,1,49.27,1
lrt_kj,18,0,0,100.0,3
lrt_kj,8,0,1,100.0,3
mrt_pjy,20,1,0,25.38,0
mrt_pjy,18,0,0,89.51,3
mrt_pjy,12,0,0,64.84,2
lrt_ampang,11,1,0,53.12,1
komuter,13,0,0,41.53,1
mrt_kajang,7,0,0,100.0,3
lrt_ampang,8,0,0,87.33,3
mrt_pjy,21,0,0,74.1,2
mrt_pjy,12,0,0,72.05,2
lrt_kj,6,1,0,50.03,1
mrt_pjy,20,0,1,83.2,2
mrt_pjy,19,0,0,91.2,3
lrt_kj,21,0,0,90.34,3
lrt_kj,21,1,0,33.02,1
mrt_pjy,22,1,0,34.69,1
monorail,21,0,0,28.25,0
lrt_kj,11,0,0,100.0,3
lrt_ampang,22,1,0,32.21,1
lrt_ampang,21,0,0,75.93,2
mrt_pjy,7,1,0,46.69,1
lrt_ampang,19,0,0,100.0,3
lrt_ampang,21,1,1,41.52,1
lrt_ampang,20,0,0,75.33,2
lrt_kj,17,0,0,100.0,3
lrt_ampang,9,1,1,62.07,2
lrt_kj,13,0,1,100.0,3
lrt_kj,16,0,0,91.99,3
komuter,21,1,0,15.6,0
mrt_kajang,18,0,0,100.0,3
mrt_pjy,17,0,0,88.42,3
lrt_kj,18,0,0,100.0,3
lrt_kj,8,0,0,100.0,3
mrt_kajang,11,1,0,30.07,1
lrt_ampang,15,0,1,98.04,3
lrt_ampang,14,0,0,78.24,2
lrt_kj,17,0,0,100.0,3
mrt_kajang,20,1,0,36.31,1
lrt_ampang,13,0,0,60.2,2
mrt_kajang,9,0,0,100.0,3
lrt_kj,18,0,1,100.0,3
mrt_pjy,16,1,1,46.25,1
lrt_kj,14,0,0,96.2,3
monorail,18,0,0,64.76,2
mrt_kajang,21,1,1,53.08,1
lrt_ampang,20,0,0,72.46,2
lrt_kj,7,0,1,100.0,3
mrt_kajang,8,0,1,100.0,3
lrt_ampang,9,0,0,87.94,3
lrt_ampang,12,0,0,76.55,2
mrt_kajang,8,0,0,100.0,3
tebrau,8,0,0,62.22,2
lrt_ampang,11,0,0,70.09,2
lrt_kj,19,0,0,100.0,3
mrt_pjy,20,0,0,61.5,2
mrt_kajang,13,0,0,81.77,2
lrt_kj,19,0,1,100.0,3
lrt_ampang,20,0,0,97.25,3
mrt_pjy,8,0,0,92.83,3
lrt_ampang,20,1,1,53.17,1
mrt_pjy,18,0,0,93.25,3
mrt_pjy,13,1,1,32.23,1
mrt_kajang,8,1,0,58.65,1
lrt_kj,12,0,1,100.0,3
mrt_kajang,8,0,1,100.0,3
mrt_pjy,12,1,0,41.84,1
mrt_pjy,19,0,0,89.16,3
lrt_kj,21,1,0,42.03,1
lrt_kj,18,0,0,100.0,3
mrt_kajang,14,0,0,87.6,3
mrt_pjy,20,0,0,57.97,1
mrt_pjy,21,1,0,35.01,1
mrt_kajang,6,0,1,99.21,3
mrt_kajang,14,0,0,84.91,2
lrt_ampang,12,1,0,35.22,1
mrt_pjy,22,1,0,33.5,1
lrt_ampang,7,0,1,100.0,3
mrt_kajang,18,0,0,100.0,3
mrt_kajang,13,0,0,74.49,2
lrt_ampang,11,1,0,46.35,1
mrt_pjy,19,0,0,95.17,3
lrt_kj,17,0,1,100.0,3
lrt_kj,16,0,0,93.06,3
mrt_kajang,17,0,0,99.76,3
lrt_kj,13,0,1,100.0,3
monorail,14,1,0,28.59,0
mrt_pjy,16,0,1,78.36,2
lrt_kj,14,1,0,46.8,1
lrt_kj,7,0,0,100.0,3
mrt_kajang,6,1,0,43.5,1
mrt_pjy,10,0,0,67.19,2
mrt_kajang,19,0,0,100.0,3
mrt_pjy,11,1,0,30.45,1
monorail,23,1,0,0.93,0
mrt_pjy,15,1,1,49.19,1
mrt_pjy,21,1,1,35.01,1
monorail,16,0,0,57.82,1
lrt_kj,8,0,0,100.0,3
lrt_kj,15,0,0,92.79,3
lrt_ampang,9,0,0,98.18,3
monorail,8,0,0,70.07,2
lrt_kj,18,0,1,100.0,3
mrt_pjy,8,0,0,82.66,2
mrt_kajang,14,1,0,57.2,1
lrt_kj,11,0,0,93.03,3
lrt_kj,16,0,1,100.0,3
lrt_ampang,9,0,0,90.78,3
lrt_kj,8,0,1,100.0,3
mrt_pjy,20,0,0,70.53,2
mrt_pjy,23,1,0,15.12,0
mrt_pjy,12,0,0,66.75,2
mrt_kajang,17,0,1,100.0,3
lrt_kj,12,1,0,31.59,1
lrt_kj,18,1,0,74.26,2
lrt_kj,16,1,1,41.02,1
mrt_pjy,7,0,0,81.13,2
komuter_utara,9,0,0,54.18,1
lrt_kj,13,1,1,49.44,1
mrt_pjy,8,0,0,90.89,3
lrt_kj,13,0,0,86.51,3
lrt_kj,11,0,0,79.06,2
intercity,13,0,0,34.87,1
lrt_kj,6,0,0,87.19,3
lrt_kj,18,0,1,100.0,3
mrt_kajang,16,0,1,97.77,3
lrt_kj,8,0,0,100.0,3
intercity,10,0,0,51.09,1
lrt_kj,7,0,1,100.0,3
lrt_ampang,14,0,1,85.05,3
mrt_pjy,9,0,1,95.53,3
mrt_pjy,6,0,0,74.13,2
mrt_kajang,17,0,0,100.0,3
lrt_kj,12,1,1,60.83,2
mrt_pjy,7,0,0,96.17,3
lrt_ampang,19,1,1,74.12,2
mrt_kajang,12,1,0,47.2,1
lrt_kj,6,0,1,100.0,3
lrt_ampang,9,0,0,90.83,3
lrt_ampang,10,0,0,80.06,2
komuter,18,0,1,86.79,3
lrt_kj,18,0,1,100.0,3
mrt_kajang,11,1,1,60.02,2
mrt_kajang,7,0,1,100.0,3
mrt_pjy,9,0,0,90.45,3
lrt_kj,12,0,1,100.0,3
lrt_kj,14,0,0,93.04,3
lrt_kj,15,0,0,99.79,3
lrt_ampang,19,1,1,78.19,2
lrt_kj,16,0,0,90.24,3
lrt_ampang,17,0,0,95.49,3
mrt_kajang,9,0,0,96.03,3
mrt_pjy,9,1,0,41.59,1
mrt_kajang,7,0,1,100.0,3
lrt_kj,8,1,0,49.66,1
mrt_pjy,13,0,0,60.98,2
mrt_pjy,17,0,0,97.72,3
mrt_kajang,7,0,1,100.0,3
lrt_ampang,11,0,0,81.93,2
komuter,11,0,0,44.99,1
mrt_kajang,10,0,0,81.85,2
lrt_kj,15,0,1,100.0,3
lrt_kj,22,0,0,100.0,3
monorail,14,0,1,65.11,2
mrt_kajang,20,1,1,49.69,1
lrt_ampang,13,1,0,27.0,0
mrt_kajang,7,0,1,100.0,3
lrt_kj,16,1,0,47.07,1
komuter,7,1,0,44.04,1
mrt_pjy,14,1,0,23.86,0
lrt_kj,16,0,1,100.0,3
lrt_kj,9,0,0,100.0,3
lrt_kj,6,1,0,48.04,1
lrt_ampang,8,0,0,91.16,3
lrt_kj,11,0,1,100.0,3
mrt_kajang,15,1,0,43.4,1
komuter_utara,11,1,1,41.58,1
mrt_pjy,7,0,1,94.8,3
lrt_kj,14,1,0,52.66,1
lrt_ampang,14,1,1,53.22,1
lrt_ampang,11,0,0,77.89,2
lrt_kj,11,0,0,76.78,2
mrt_kajang,17,0,1,100.0,3
ets,22,0,0,47.3,1
komuter_utara,18,0,0,63.44,2
monorail,9,1,0,43.32,1
monorail,18,1,1,45.51,1
monorail,20,0,0,41.33,1
lrt_kj,14,0,0,100.0,3
lrt_kj,8,0,0,100.0,3
lrt_ampang,18,1,0,55.11,1
mrt_kajang,18,1,0,64.92,2
mrt_kajang,15,1,0,48.14,1
mrt_kajang,10,1,0,38.33,1
monorail,12,0,0,51.6,1
mrt_kajang,19,1,0,72.57,2
mrt_kajang,9,0,0,84.51,2
mrt_kajang,9,0,1,100.0,3
monorail,13,0,1,61.08,2
lrt_kj,8,0,0,100.0,3
lrt_kj,7,0,0,99.03,3
lrt_kj,8,1,0,50.15,1
lrt_kj,20,0,1,98.81,3
lrt_ampang,6,1,0,41.39,1
mrt_kajang,7,0,1,100.0,3
mrt_kajang,8,0,0,92.3,3
mrt_pjy,9,0,0,82.63,2
lrt_ampang,16,0,1,89.89,3
mrt_pjy,16,1,0,33.62,1
mrt_kajang,16,0,1,91.37,3
lrt_kj,13,0,0,92.37,3
mrt_pjy,9,0,0,100.0,3
mrt_kajang,11,1,0,48.41,1
lrt_ampang,16,0,0,88.74,3
lrt_kj,12,0,0,100.0,3
mrt_kajang,15,1,1,64.69,2
mrt_kajang,19,0,0,100.0,3
komuter,10,1,0,15.28,0
lrt_kj,13,0,0,89.87,3
mrt_pjy,9,0,1,100.0,3
mrt_pjy,13,1,0,37.65,1
mrt_kajang,16,0,0,83.79,2
lrt_kj,20,1,0,46.35,1
lrt_ampang,19,0,1,100.0,3
mrt_pjy,20,0,0,68.68,2
monorail,9,0,0,75.79,2
mrt_pjy,15,0,0,62.75,2
lrt_ampang,18,1,1,81.24,2
lrt_kj,18,1,1,76.44,2
tebrau,18,0,0,72.76,2
lrt_kj,7,0,0,100.0,3
lrt_kj,14,0,1,100.0,3
monorail,16,0,0,44.96,1
lrt_kj,13,0,1,100.0,3
mrt_kajang,9,1,0,57.19,1
mrt_kajang,9,0,0,94.22,3
lrt_kj,23,1,1,39.14,1
komuter,17,0,0,70.23,2
mrt_kajang,13,0,1,90.77,3
mrt_kajang,10,1,0,53.55,1
lrt_ampang,22,0,0,70.34,2
lrt_kj,13,1,0,33.62,1
mrt_kajang,12,0,1,86.52,3
monorail,13,0,0,50.37,1
mrt_kajang,7,0,1,100.0,3
lrt_kj,9,1,0,59.95,1
lrt_ampang,20,1,0,39.83,1
mrt_kajang,17,1,0,67.03,2
mrt_pjy,10,0,0,77.28,2
lrt_kj,22,0,0,87.36,3
mrt_pjy,18,0,0,91.98,3
lrt_kj,8,0,0,100.0,3
lrt_kj,17,0,0,100.0,3
mrt_pjy,7,0,1,100.0,3
monorail,11,0,0,46.67,1
tebrau,16,0,0,27.74,0
lrt_kj,9,1,0,60.46,2
mrt_pjy,6,0,0,70.85,2
monorail,20,0,0,52.73,1
komuter,18,1,0,38.09,1
mrt_kajang,10,1,0,45.66,1
mrt_kajang,17,0,0,100.0,3
komuter,13,1,0,28.41,0
lrt_ampang,7,0,1,100.0,3
lrt_kj,12,1,1,57.4,1
lrt_kj,13,1,0,47.64,1
lrt_ampang,8,0,0,88.34,3
mrt_pjy,13,0,0,59.34,1
lrt_ampang,12,0,0,76.9,2
lrt_ampang,10,0,0,66.2,2
komuter,8,1,0,35.07,1
mrt_pjy,22,0,0,75.84,2
lrt_ampang,12,0,0,80.73,2
lrt_ampang,16,1,1,53.97,1
monorail,8,0,0,71.21,2
lrt_kj,19,0,0,100.0,3
tebrau,8,0,0,51.86,1
monorail,11,0,0,39.01,1
lrt_ampang,19,0,0,88.3,3
lrt_kj,6,0,1,98.85,3
lrt_ampang,12,0,0,82.26,2
mrt_pjy,19,1,0,50.48,1
lrt_kj,8,0,0,100.0,3
mrt_pjy,9,0,0,92.64,3
lrt_kj,8,0,0,100.0,3
lrt_ampang,20,1,0,32.61,1
mrt_kajang,16,1,0,53.89,1
mrt_kajang,7,0,0,100.0,3
mrt_kajang,20,1,0,50.15,1
monorail,8,0,1,82.69,2
monorail,18,0,0,68.96,2
monorail,18,0,0,70.78,2
mrt_kajang,9,0,0,100.0,3
lrt_ampang,12,0,1,82.82,2
lrt_kj,9,0,1,100.0,3
mrt_kajang,9,0,1,100.0,3
ets,16,0,0,35.87,1
mrt_kajang,21,0,0,82.21,2
mrt_pjy,19,0,0,91.61,3
mrt_kajang,16,0,0,95.17,3
lrt_ampang,13,0,0,76.8,2
lrt_kj,8,0,1,100.0,3
mrt_pjy,18,1,1,69.97,2
mrt_kajang,9,0,0,98.65,3
mrt_kajang,11,1,0,40.12,1
monorail,22,1,1,48.91,1
komuter,11,0,0,43.04,1
mrt_pjy,18,0,0,95.27,3
lrt_kj,8,0,1,100.0,3
mrt_kajang,16,0,0,76.85,2
lrt_ampang,8,0,0,100.0,3
lrt_kj,15,0,0,89.16,3
mrt_pjy,19,0,0,89.06,3
mrt_kajang,7,1,1,71.83,2
lrt_ampang,7,1,1,57.41,1
mrt_kajang,6,1,0,35.73,1
lrt_ampang,10,0,0,71.29,2
mrt_pjy,21,0,0,75.76,2
mrt_kajang,7,0,0,100.0,3
mrt_kajang,18,1,1,75.4,2
mrt_pjy,6,0,0,74.28,2
lrt_ampang,7,0,0,100.0,3
mrt_pjy,9,0,0,84.2,2
monorail,11,0,0,51.53,1
lrt_ampang,19,1,1,79.76,2
mrt_pjy,7,0,0,77.4,2
lrt_kj,18,0,0,100.0,3
mrt_kajang,9,0,0,100.0,3
mrt_kajang,17,1,0,70.43,2
mrt_kajang,14,0,0,100.0,3
lrt_kj,8,0,0,100.0,3
lrt_kj,19,0,0,100.0,3
lrt_kj,15,0,0,99.4,3
mrt_pjy,15,0,0,71.66,2
komuter,8,1,0,39.84,1
komuter,7,0,0,54.53,1
lrt_ampang,18,0,1,100.0,3
monorail,17,0,1,82.46,2
lrt_kj,17,0,0,100.0,3
lrt_ampang,16,0,0,70.91,2
lrt_kj,17,0,0,100.0,3
lrt_kj,14,1,0,45.41,1
mrt_pjy,9,0,1,100.0,3
komuter_utara,7,0,1,79.52,2
mrt_kajang,7,0,1,100.0,3
lrt_kj,17,0,1,100.0,3
lrt_kj,14,1,0,50.39,1
lrt_ampang,11,0,0,72.59,2
mrt_pjy,15,0,0,66.06,2
lrt_ampang,17,0,1,100.0,3
lrt_kj,7,0,0,100.0,3
lrt_kj,14,0,0,89.1,3
lrt_kj,16,0,0,100.0,3
lrt_kj,8,0,0,100.0,3
komuter,9,1,0,32.79,1
ets,22,1,0,36.13,1
mrt_pjy,8,0,0,84.95,2
mrt_pjy,8,0,0,91.31,3
komuter,22,1,0,6.63,0
mrt_kajang,18,0,0,100.0,3
mrt_pjy,14,1,0,31.89,1
lrt_ampang,14,0,0,81.5,2
lrt_ampang,18,0,0,100.0,3
mrt_pjy,12,0,0,73.27,2
lrt_ampang,22,1,1,47.22,1
mrt_pjy,15,0,0,70.14,2
ets,9,0,0,61.64,2
lrt_kj,17,1,1,68.15,2
mrt_kajang,6,0,0,87.46,3
mrt_kajang,6,1,1,52.37,1
ets,18,0,1,75.15,2
lrt_kj,13,1,0,43.24,1
monorail,18,0,1,94.91,3
lrt_kj,15,0,0,99.85,3
lrt_ampang,16,0,0,62.72,2
mrt_kajang,17,0,1,100.0,3
lrt_kj,6,0,0,99.84,3
monorail,17,0,0,84.95,2
mrt_kajang,23,1,1,28.87,0
lrt_ampang,15,0,1,87.51,3
lrt_kj,7,0,0,100.0,3
lrt_kj,13,0,0,100.0,3
mrt_kajang,16,0,0,73.69,2
mrt_pjy,9,0,0,78.38,2
lrt_kj,8,1,1,80.22,2
lrt_kj,18,0,0,100.0,3
mrt_kajang,17,0,0,100.0,3
lrt_ampang,20,1,0,45.4,1
lrt_kj,9,1,0,50.34,1
lrt_kj,9,0,1,100.0,3
mrt_kajang,17,0,1,100.0,3
lrt_kj,19,1,0,71.2,2
lrt_ampang,23,0,1,78.32,2
lrt_kj,14,0,0,87.47,3
ets,9,0,0,69.22,2
mrt_kajang,19,0,0,100.0,3
lrt_kj,10,0,1,100.0,3
lrt_kj,15,1,1,56.48,1
lrt_ampang,21,0,0,80.83,2
monorail,8,0,1,77.68,2
komuter,9,1,0,36.68,1
lrt_kj,19,0,0,100.0,3
lrt_kj,10,0,0,95.11,3
lrt_kj,10,1,1,59.84,1
lrt_ampang,8,0,0,92.52,3
monorail,9,0,0,62.49,2
mrt_pjy,16,0,0,66.34,2
mrt_kajang,14,0,0,90.84,3
lrt_kj,16,1,0,49.27,1
mrt_kajang,18,0,0,100.0,3
komuter,12,0,1,62.73,2
mrt_kajang,10,0,0,75.9,2
mrt_kajang,18,1,1,77.6,2
mrt_pjy,22,1,0,31.25,1
lrt_kj,13,1,1,45.6,1
lrt_ampang,20,0,1,98.65,3
lrt_ampang,11,1,1,57.94,1
lrt_ampang,14,0,0,68.6,2
lrt_ampang,11,1,0,38.21,1
lrt_kj,13,0,0,89.12,3
lrt_kj,9,1,1,82.12,2
lrt_ampang,14,0,0,81.14,2
mrt_kajang,23,1,0,13.78,0
mrt_kajang,7,0,1,100.0,3
mrt_pjy,10,1,0,21.82,0
mrt_pjy,17,0,0,96.63,3
komuter,15,0,0,44.23,1
mrt_kajang,6,0,0,74.27,2
lrt_ampang,8,0,0,95.31,3
mrt_pjy,8,1,0,48.86,1
lrt_kj,12,0,0,97.91,3
mrt_pjy,15,1,0,42.95,1
monorail,10,0,1,66.44,2
mrt_kajang,9,0,0,100.0,3
komuter,11,1,0,16.29,0
mrt_kajang,14,0,1,82.84,2
lrt_kj,9,0,0,100.0,3
mrt_kajang,13,0,0,80.01,2
lrt_kj,17,0,0,100.0,3
lrt_kj,16,0,0,75.19,2
lrt_ampang,8,0,1,100.0,3
mrt_pjy,17,0,1,97.76,3
mrt_pjy,22,0,1,86.99,3
lrt_ampang,15,0,1,85.59,3
lrt_kj,8,0,0,100.0,3
mrt_kajang,17,0,1,100.0,3
mrt_kajang,13,0,1,93.48,3
lrt_kj,17,0,0,100.0,3
mrt_pjy,20,0,0,80.07,2
lrt_kj,21,1,0,33.94,1
lrt_kj,14,0,0,71.82,2
mrt_kajang,7,0,0,95.93,3
mrt_kajang,19,0,0,96.25,3
mrt_pjy,21,0,1,93.92,3
monorail,22,1,0,22.96,0
lrt_kj,9,0,0,97.21,3
lrt_kj,12,0,0,83.2,2
lrt_ampang,7,0,0,89.56,3
lrt_ampang,17,0,0,93.87,3
monorail,7,0,0,54.29,1
tebrau,23,1,0,0.62,0
lrt_kj,7,0,0,99.4,3
lrt_ampang,12,1,1,47.35,1
lrt_ampang,8,0,0,96.4,3
lrt_ampang,6,1,0,44.93,1
lrt_ampang,17,0,0,96.8,3
lrt_kj,19,1,1,83.6,2
lrt_kj,12,1,0,41.49,1
lrt_ampang,10,0,1,98.15,3
lrt_kj,22,1,0,38.57,1
lrt_ampang,11,0,0,69.63,2
mrt_kajang,18,0,1,100.0,3
lrt_kj,23,1,0,21.3,0
monorail,9,0,0,60.8,2
lrt_ampang,17,0,0,100.0,3
komuter,16,0,0,41.9,1
lrt_kj,17,0,0,100.0,3
mrt_pjy,7,0,0,92.35,3
mrt_kajang,9,1,0,64.54,2
monorail,19,0,0,74.99,2
monorail,19,0,0,76.58,2
mrt_kajang,12,1,1,60.28,2
mrt_kajang,16,0,1,88.38,3
mrt_pjy,12,1,1,42.89,1
lrt_kj,21,1,1,48.45,1
lrt_kj,14,0,1,100.0,3
lrt_kj,7,0,0,100.0,3
lrt_ampang,13,0,0,81.01,2
lrt_kj,6,0,1,96.46,3
lrt_ampang,19,0,0,100.0,3
lrt_ampang,12,0,0,86.9,3
mrt_pjy,9,0,1,100.0,3
mrt_pjy,19,0,1,96.52,3
lrt_kj,8,1,0,51.67,1
lrt_kj,17,0,0,100.0,3
lrt_kj,19,0,0,100.0,3
lrt_ampang,8,1,0,68.55,2
mrt_kajang,13,0,0,77.46,2
lrt_kj,7,0,0,100.0,3
mrt_kajang,17,0,0,100.0,3
lrt_kj,9,0,1,100.0,3
monorail,6,0,1,56.44,1
lrt_ampang,19,0,0,100.0,3
