stop_id,stop_name,route_id,hour,is_weekend,is_raining,is_holiday,peak_period,station_pressure,event_intensity,headway_minutes,occupancy_percent,occupancy_level
SP1,SENTUL TIMUR,PH,0,0,0,0,0,0,0,10,33.98,3
KJ15,KL SENTRAL - REDONE,KJ,19,0,1,0,0,4,1,10,83.86,5
AG8,PLAZA RAKYAT,AG,15,0,0,0,0,1,0,10,47.84,3
SP28,PUCHONG PERDANA,PH,13,0,0,0,0,0,1,7,46.39,3
PY01,KWASA DAMANSARA,PYL,2,0,0,0,0,1,0,10,44.42,3
KG17,MERDEKA,MRT,1,1,0,0,0,1,0,15,49.65,3
SP22,KINRARA,PH,20,0,0,0,0,0,0,11,49.13,3
SP9,HANG TUAH,PH,12,1,0,0,1,4,1,8,61.34,4
PY16,SENTUL BARAT,PYL,16,0,1,0,1,0,0,9,54.34,3
KG20,TUN RAZAK EXCHANGE,MRT,14,0,1,0,0,4,0,10,63.17,4
MR3,MAHARAJALELA,MR,1,0,1,0,0,0,1,18,59.7,4
KG10,TAMAN TUN DR ISMAIL,MRT,18,0,0,0,3,0,0,3,63.88,4
SP24,IOI PUCHONG JAYA,PH,18,0,0,0,2,0,0,7,46.84,3
KG06,KOTA DAMANSARA,MRT,12,0,1,0,0,0,0,8,47.47,3
SP14,BANDAR TUN RAZAK,PH,12,1,0,0,1,0,0,12,29.07,2
KG27,TAMAN SUNTEX,MRT,20,0,0,0,0,0,0,16,52.83,3
PY01,KWASA DAMANSARA,PYL,1,1,0,0,0,1,0,15,43.5,3
MR4,HANG TUAH,MR,15,0,1,0,0,4,0,10,65.97,4
SP16,SUNGAI BESI,PH,3,0,1,0,0,1,0,10,51.94,3
KJ23,TAMAN BAHAGIA,KJ,16,1,0,0,1,0,0,8,38.35,3
KG08,MUTIARA DAMANSARA,MRT,16,0,0,0,2,0,0,5,57.67,3
KJ31,USJ 7,KJ,22,0,0,0,0,1,0,13,55.61,3
KJ1,GOMBAK,KJ,1,0,1,0,0,0,0,10,39.77,3
PY10,KEPONG BARU,PYL,1,1,0,0,0,0,0,14,34.73,3
KJ9,AMPANG PARK,KJ,17,0,0,0,2,0,0,5,60.61,4
KJ33,WAWASAN,KJ,16,0,0,0,1,0,0,9,46.95,3
AG14,PANDAN JAYA,AG,0,0,0,0,0,0,0,15,43.88,3
KG06,KOTA DAMANSARA,MRT,16,0,0,0,1,0,0,9,50.66,3
KJ11,KAMPUNG BARU - CBP COOPBANK PERTAMA,KJ,0,0,0,0,0,0,0,18,51.14,3
KJ8,DAMAI,KJ,1,1,1,0,0,0,0,12,40.82,3
BRT2,MENTARI,BRT,14,1,0,0,1,0,0,11,35.81,3
SP15,BANDAR TASIK SELATAN,PH,19,0,0,0,2,2,0,7,61.28,4
PY13,KAMPUNG BATU,PYL,20,0,1,0,0,0,0,14,48.74,3
PY18,HOSPITAL KUALA LUMPUR,PYL,4,1,0,0,0,0,0,15,46.44,3
BRT6,SOUTH QUAY-USJ 1,BRT,13,1,0,0,1,0,0,13,33.16,3
PY15,JALAN IPOH,PYL,23,0,0,0,0,0,0,10,41.71,3
KJ6,JELATEK,KJ,3,0,0,0,0,0,0,17,57.31,3
PY38,16 SIERRA,PYL,0,0,0,0,0,0,0,13,43.14,3
SP24,IOI PUCHONG JAYA,PH,19,0,0,0,0,0,0,10,30.84,2
SP25,PUSAT BANDAR PUCHONG,PH,1,0,1,0,0,0,0,15,47.3,3
MR8,BUKIT NANAS,MR,3,1,0,0,0,0,0,15,38.13,3
PY38,16 SIERRA,PYL,16,0,0,0,1,0,0,8,43.91,3
KJ6,JELATEK,KJ,14,1,1,0,1,0,0,7,34.36,3
KG04,KWASA DAMANSARA,MRT,12,1,0,0,1,1,0,9,47.56,3
SP29,PUCHONG PRIMA,PH,17,0,1,0,3,0,0,4,70.41,4
AG3,TITIWANGSA,AG,18,0,0,0,3,4,2,5,100.0,5
PY14,KENTOMEN,PYL,12,1,0,0,1,0,0,10,41.04,3
KG30,BATU 11 CHERAS,MRT,15,0,0,0,0,0,0,10,43.06,3
KG33,SUNGAI JERNIH,MRT,1,0,1,0,0,0,0,16,57.51,3
KG05,KWASA SENTRAL,MRT,13,1,1,0,1,0,0,8,36.93,3
PY34,UPM,PYL,16,0,0,0,2,0,0,7,63.85,4
AG15,PANDAN INDAH,AG,4,0,0,0,0,0,0,11,40.75,3
AG16,CEMPAKA,AG,2,0,0,0,0,0,0,12,41.38,3
KJ27,CGC GLENMARIE,KJ,14,0,0,0,0,0,0,10,34.49,3
AG10,PUDU,AG,3,0,1,0,0,0,0,18,59.0,4
SP26,TAMAN PERINDUSTRIAN PUCHONG,PH,16,0,0,0,2,0,0,4,42.08,3
PY07,SRI DAMANSARA SENTRAL,PYL,15,0,1,0,0,0,0,11,51.56,3
SP4,PWTC,PH,22,0,1,0,0,0,0,15,51.41,3
PY06,SRI DAMANSARA BARAT,PYL,3,1,0,0,0,0,0,14,37.84,3
PY32,SERDANG RAYA SELATAN,PYL,5,0,0,0,0,0,0,13,51.21,3
KJ19,UNIVERSITI,KJ,5,0,0,0,0,0,0,11,40.72,3
KJ4,SRI RAMPAI,KJ,4,0,0,0,0,0,0,12,44.3,3
PY18,HOSPITAL KUALA LUMPUR,PYL,14,0,1,0,0,0,0,10,47.17,3
KG33,SUNGAI JERNIH,MRT,23,0,1,0,0,0,1,14,63.18,4
SP10,PUDU,PH,21,0,0,0,0,0,0,15,52.82,3
AG4,PWTC,AG,19,0,1,0,0,0,0,10,41.43,3
MR6,BUKIT BINTANG,MR,0,1,0,0,0,3,0,18,57.67,3
BRT4,SUNMED,BRT,16,0,0,0,2,0,1,7,64.65,4
KJ35,ALAM MEGAH,KJ,3,0,0,0,0,0,0,16,41.27,3
PY13,KAMPUNG BATU,PYL,15,0,0,0,0,0,0,11,46.58,3
KJ24,KELANA JAYA,KJ,4,0,0,0,0,0,0,18,62.01,4
KG21,COCHRANE,MRT,1,0,0,0,0,0,0,10,34.66,3
KJ15,KL SENTRAL - REDONE,KJ,18,1,0,0,1,4,1,8,76.79,4
MR2,TUN SAMBANTHAN,MR,15,0,1,0,0,0,0,10,35.78,3
SP9,HANG TUAH,PH,22,1,1,0,0,4,0,18,63.07,4
SP14,BANDAR TUN RAZAK,PH,21,1,1,0,1,0,0,11,33.46,3
PY27,KUCHAI,PYL,2,0,0,0,0,0,0,15,54.25,3
BRT5,SunU-Monash,BRT,19,0,0,0,2,0,0,8,62.11,4
KG21,COCHRANE,MRT,0,0,0,0,0,0,0,11,43.12,3
KJ15,KL SENTRAL - REDONE,KJ,14,0,0,0,0,4,0,10,71.64,4
SP12,CHERAS,PH,3,1,0,0,0,0,1,17,52.46,3
PY04,SUNGAI BULOH,PYL,3,0,0,0,0,0,0,13,44.86,3
PY36,TAMAN EQUINE,PYL,1,1,0,0,0,0,0,14,37.82,3
KG13,PUSAT BANDAR DAMANSARA,MRT,13,0,0,0,0,0,0,8,34.04,3
KG22,MALURI,MRT,22,0,0,0,0,1,0,12,56.66,3
KJ19,UNIVERSITI,KJ,12,0,1,0,0,0,0,7,36.83,3
KG24,TAMAN MIDAH,MRT,1,0,0,0,0,0,0,14,47.58,3
SP15,BANDAR TASIK SELATAN,PH,5,0,1,0,0,2,0,14,59.71,4
SP17,BUKIT JALIL,PH,5,0,0,0,0,2,0,14,54.43,3
PY03,KAMPUNG SELAMAT,PYL,15,0,0,0,0,0,0,10,38.44,3
KG34,STADIUM KAJANG,MRT,1,1,0,0,0,2,0,16,52.45,3
PY01,KWASA DAMANSARA,PYL,18,0,0,0,3,1,0,5,70.43,4
PY15,JALAN IPOH,PYL,1,0,1,0,0,0,1,16,69.15,4
KJ18,KERINCHI,KJ,0,0,0,0,0,0,0,15,40.9,3
KG21,COCHRANE,MRT,13,1,0,0,1,0,0,7,24.9,2
MR8,BUKIT NANAS,MR,15,1,1,0,1,0,0,8,34.21,3
SP22,KINRARA,PH,14,1,0,0,1,0,0,10,36.14,3
KJ21,ASIA JAYA,KJ,18,0,0,0,3,0,0,3,64.9,4
KG30,BATU 11 CHERAS,MRT,12,0,1,0,0,0,0,9,45.85,3
SP3,TITIWANGSA,PH,2,0,0,0,0,4,0,15,71.38,4
MR11,TITIWANGSA,MR,1,0,0,0,0,4,0,10,55.05,3
KG15,MUZIUM NEGARA,MRT,19,1,0,0,1,0,0,8,32.68,3
SP27,BANDAR PUTERI,PH,0,0,0,0,0,0,0,14,44.74,3
PY32,SERDANG RAYA SELATAN,PYL,13,1,0,0,1,0,0,10,40.16,3
MR2,TUN SAMBANTHAN,MR,2,0,0,0,0,0,0,10,31.77,2
KJ21,ASIA JAYA,KJ,22,0,1,0,0,0,0,18,62.69,4
SP29,PUCHONG PRIMA,PH,17,1,0,0,1,0,0,11,41.28,3
KG07,SURIAN,MRT,5,0,0,0,0,0,0,15,49.24,3
PY31,SERDANG RAYA UTARA,PYL,14,1,0,0,1,0,0,8,32.39,3
SP14,BANDAR TUN RAZAK,PH,14,0,0,0,0,0,1,10,44.92,3
KJ6,JELATEK,KJ,18,0,0,0,3,0,0,4,64.1,4
KG30,BATU 11 CHERAS,MRT,21,0,0,0,0,0,1,12,53.71,3
KG35,KAJANG,MRT,14,0,0,0,0,0,0,9,40.48,3
SP17,BUKIT JALIL,PH,12,0,0,0,0,2,0,9,50.15,3
KG17,MERDEKA,MRT,4,1,0,0,0,1,0,13,49.36,3
PY22,CONLAY,PYL,23,0,0,0,0,0,1,15,55.52,3
KG06,KOTA DAMANSARA,MRT,22,1,1,0,0,0,0,11,39.18,3
AG5,SULTAN ISMAIL,AG,16,0,0,0,2,0,0,5,42.25,3
SP11,CHAN SOW LIN,PH,0,0,0,0,0,1,0,17,63.77,4
KG33,SUNGAI JERNIH,MRT,20,0,0,0,0,0,0,16,48.69,3
SP17,BUKIT JALIL,PH,12,1,0,0,1,2,1,8,50.98,3
KG26,TAMAN CONNAUGHT,MRT,4,0,0,0,0,0,0,15,58.02,4
KJ28,SUBANG JAYA,KJ,5,0,0,0,0,0,0,15,43.05,3
SP7,MASJID JAMEK,PH,13,0,0,0,0,4,0,11,68.08,4
KG30,BATU 11 CHERAS,MRT,2,0,1,0,0,0,0,12,50.19,3
AG12,MIHARJA,AG,19,0,0,0,2,0,0,5,46.35,3
SP6,BANDARAYA - UOB,PH,17,0,0,0,2,0,0,7,59.69,4
KG28,SRI RAYA,MRT,14,0,0,0,0,0,0,10,44.16,3
KJ22,TAMAN PARAMOUNT,KJ,20,1,0,0,1,0,0,9,38.33,3
AG7,MASJID JAMEK,AG,2,1,0,0,0,4,0,18,67.23,4
KJ32,TAIPAN,KJ,2,0,0,0,0,0,0,13,45.99,3
KG14,SEMANTAN,MRT,1,0,0,0,0,0,0,13,48.22,3
PY20,AMPANG PARK,PYL,12,0,0,0,0,0,0,8,35.6,3
SP22,KINRARA,PH,3,0,0,0,0,0,0,11,49.77,3
KG07,SURIAN,MRT,12,1,0,0,1,0,0,8,32.25,3
PY37,PUTRA PERMAI,PYL,2,0,1,0,0,0,0,10,43.79,3
PY14,KENTOMEN,PYL,4,0,1,0,0,0,0,14,49.78,3
PY18,HOSPITAL KUALA LUMPUR,PYL,20,0,1,0,0,0,0,10,54.26,3
SP19,AWAN BESAR,PH,4,1,0,0,0,0,0,10,30.15,2
AG9,HANG TUAH,AG,14,1,0,0,1,4,1,8,72.06,4
SP8,PLAZA RAKYAT,PH,18,0,0,0,3,1,0,5,80.56,4
SP1,SENTUL TIMUR,PH,18,0,1,0,2,0,0,5,56.68,3
KJ12,DANG WANGI,KJ,5,1,1,0,0,0,0,18,48.64,3
MR5,IMBI,MR,22,1,0,0,0,0,0,13,32.17,3
KG07,SURIAN,MRT,16,0,0,0,1,0,0,7,43.21,3
AG9,HANG TUAH,AG,4,0,0,0,0,4,0,10,60.45,4
AG3,TITIWANGSA,AG,15,0,0,0,0,4,0,7,46.8,3
KJ28,SUBANG JAYA,KJ,19,1,0,0,1,0,0,9,27.77,2
KG16,PASAR SENI,MRT,13,1,0,0,1,4,1,8,74.86,4
PY09,METRO PRIMA,PYL,14,1,0,0,1,0,1,10,53.66,3
KJ34,USJ 21,KJ,16,0,1,0,2,0,0,6,66.34,4
KJ12,DANG WANGI,KJ,1,0,0,0,0,0,0,16,56.48,3
SP13,SALAK SELATAN,PH,1,0,1,0,0,0,0,11,55.82,3
MR2,TUN SAMBANTHAN,MR,12,0,0,0,0,0,0,11,34.34,3
SP25,PUSAT BANDAR PUCHONG,PH,3,0,0,0,0,0,0,18,45.77,3
KG35,KAJANG,MRT,19,0,0,0,0,0,0,8,45.42,3
KG09,BANDAR UTAMA,MRT,14,0,1,0,0,3,0,8,64.97,4
KJ16,BANK RAKYAT BANGSAR,KJ,19,1,0,0,1,0,0,9,38.08,3
MR10,CHOW KIT,MR,14,0,1,0,0,0,1,11,53.82,3
KJ34,USJ 21,KJ,23,0,0,0,0,0,0,13,53.61,3
AG13,MALURI,AG,12,0,0,0,0,1,0,9,42.52,3
KJ37,PUTRA HEIGHTS,KJ,17,1,0,0,1,1,0,9,37.97,3
PY27,KUCHAI,PYL,14,1,1,0,1,0,0,8,40.6,3
SP10,PUDU,PH,0,0,0,0,0,0,1,10,49.44,3
BRT2,MENTARI,BRT,4,1,1,0,0,0,0,13,31.28,2
KG18A,BUKIT BINTANG,MRT,23,1,0,0,0,3,0,15,65.07,4
SP28,PUCHONG PERDANA,PH,14,0,0,0,0,0,0,11,38.71,3
AG13,MALURI,AG,21,0,0,0,0,1,0,16,61.66,4
KG26,TAMAN CONNAUGHT,MRT,2,0,1,0,0,0,0,14,55.12,3
KJ9,AMPANG PARK,KJ,17,0,0,0,3,0,0,3,71.5,4
KJ12,DANG WANGI,KJ,3,0,0,0,0,0,0,10,36.94,3
MR5,IMBI,MR,12,0,1,0,0,0,0,9,34.43,3
PY11,JINJANG,PYL,19,0,0,0,2,0,1,4,54.9,3
SP16,SUNGAI BESI,PH,21,0,0,0,0,1,0,14,55.39,3
SP15,BANDAR TASIK SELATAN,PH,4,0,0,0,0,2,0,13,51.27,3
MR9,MEDAN TUANKU,MR,3,0,1,0,0,0,0,16,57.77,3
SP1,SENTUL TIMUR,PH,17,1,0,0,1,0,0,12,37.24,3
PY31,SERDANG RAYA UTARA,PYL,18,0,1,0,2,0,0,4,55.41,3
SP28,PUCHONG PERDANA,PH,17,0,0,0,2,0,0,7,54.31,3
MR1,KL SENTRAL,MR,17,1,1,0,1,4,1,11,80.46,4
SP29,PUCHONG PRIMA,PH,22,0,1,0,0,0,0,16,57.92,3
SP5,SULTAN ISMAIL,PH,17,0,0,0,3,0,0,5,64.65,4
KJ23,TAMAN BAHAGIA,KJ,1,0,1,0,0,0,0,18,63.92,4
KG05,KWASA SENTRAL,MRT,3,0,0,0,0,0,0,16,49.84,3
MR6,BUKIT BINTANG,MR,20,1,0,0,1,3,2,12,84.25,5
